Adresse,Eiendom,Takst,Skattenivå,Bunnfradrag,Grunnlag,Promillesats,Skatt,Fritak,faktor
Holmenkollvegen 22A,54/221/0/0,3853000,70,320000,2377100,1.8,4278,Ingen,1.0
Steinaldervegen 15,54/222/0/0,0,100,0,0,1.8,0,Ingen,1.0
Steinaldervegen 16B,54/227/0/0,5752000,70,320000,3706400,1.8,6671,Ingen,1.0
Tillegg Til Bomberget 0,54/228/0/0,0,100,0,0,4.0,0,Ingen,1.0
Sveianvegen 2A,54/232/0/0,5182000,70,320000,3307400,1.8,5953,Ingen,1.0
Sveianvegen 14,54/233/0/0,5975000,70,320000,3862500,1.8,6952,Ingen,1.0
Tillegg Til Banelia Vii 0,54/235/0/0,0,100,0,0,1.8,0,Ingen,1.0
Øvre Solbakken 73,54/237/0/0,4950000,70,320000,3145000,1.8,5661,Ingen,1.0
Steinaldervegen 18B,54/243/0/0,56000,100,0,56000,1.8,100,Ingen,1.0
Malvikvegen 1507,54/245/0/0,4233000,70,320000,2643100,1.8,4757,Ingen,1.0
Steinaldervegen 14B,54/246/0/0,3880000,70,320000,2396000,1.8,4312,Ingen,1.0
Liavegen 32,54/247/0/0,6451000,70,320000,4195700,1.8,7552,Ingen,1.0
Holmenkollvegen 2A,54/251/0/0,8010000,70,640000,4967000,1.8,8940,Ingen,2.0
Liavegen 83E,54/252/0/0,8332000,70,320000,5512400,1.8,9922,Ingen,1.0
Liavegen 83F,54/253/0/0,6801000,70,320000,4440700,1.8,7993,Ingen,1.0
Liavegen 83C,54/254/0/0,5101000,70,320000,3250700,1.8,5851,Ingen,1.0
Liavegen 83D,54/255/0/0,6902000,70,320000,4511400,1.8,8120,Ingen,1.0
Liavegen 83B,54/256/0/0,0,100,0,0,1.8,0,Ingen,1.0
Liavegen 83A,54/257/0/0,0,100,0,0,1.8,0,Ingen,1.0
54/261/0/0 0,54/261/0/0,0,100,0,0,1.8,0,Ingen,1.0
54/262/0/0 0,54/262/0/0,0,100,0,0,1.8,0,Ingen,1.0
Sveianvegen 4B,54/263/0/0,5296000,70,320000,3387200,1.8,6096,Ingen,1.0
54/267/0/0 0,54/267/0/0,284000,100,0,284000,1.8,511,Ingen,1.0
Holmenkollvegen 2C,54/268/0/0,10026000,70,320000,6698200,1.8,12056,Ingen,1.0
Liavegen 40B,54/271/0/0,7680000,70,320000,5056000,1.8,9100,Ingen,1.0
Malvikvegen 1505,54/272/0/0,6065000,70,320000,3925500,1.8,7065,Ingen,1.0
Holmenkollvegen 28C,54/280/0/1,3919000,70,320000,2423300,1.8,4361,Ingen,1.0
Holmenkollvegen 28B,54/280/0/2,5148000,70,320000,3283600,1.8,5910,Ingen,1.0
Liavegen 59,55/1/0/0,3177000,70,960000,1263900,1.8,2275,§ 5 h delvis,3.0
7550 Hommelvik 0,55/2/0/0,0,100,0,0,1.8,0,Ingen,1.0
Hommelvikhøgda 0,55/3/0/0,1148000,70,640000,163600,1.8,294,§ 5 h delvis,2.0
55/4/0/0 - Muruvik Hommelvik 0,55/4/0/0,17024000,100,0,17024000,4.0,68096,Ingen,1.0
Flatholmvegen 26,55/5/0/0,8130000,70,320000,5371000,1.8,9667,Ingen,1.0
Muruvikvegen 7B,55/6/0/0,4145000,70,640000,2261500,1.8,4070,Ingen,2.0
Flatholmvegen 44,55/8/0/0,6806000,70,320000,4444200,1.8,7999,Ingen,1.0
Muruvikvegen 14,55/10/0/0,3409000,70,320000,2066300,1.8,3719,Ingen,1.0
Flatholmvegen 48,55/12/0/0,1800000,70,320000,940000,1.8,1692,Ingen,1.0
Flatholmvegen 49,55/16/0/0,1507000,70,320000,734900,1.8,1322,Ingen,1.0
Flatholmvegen 51,55/17/0/0,1693000,70,320000,865100,1.8,1557,Ingen,1.0
Flatholmvegen 36A,55/21/0/0,3755000,70,640000,1988500,1.8,3579,Ingen,2.0
Muruvikvegen 12,55/23/0/0,2023000,70,320000,1096100,1.8,1972,Ingen,1.0
Arntzenbakken 3,55/24/0/0,4088000,70,320000,2541600,1.8,4574,Ingen,1.0
Liavegen 63,55/25/0/0,3608000,70,320000,2205600,1.8,3970,Ingen,1.0
Muruvikvegen 21,55/26/0/0,6025000,70,320000,3897500,1.8,7015,Ingen,1.0
Muruvikvegen 18,55/27/0/0,4610000,70,320000,2907000,1.8,5232,Ingen,1.0
Fotasvingen 3,55/28/0/0,5307000,70,320000,3394900,1.8,6110,§ 5 h delvis,1.0
Arntzenbakken 8,55/29/0/0,3134000,70,320000,1873800,1.8,3372,Ingen,1.0
Muruvikvegen 4,55/31/0/0,3220000,70,320000,1934000,1.8,3481,Ingen,1.0
Arntzenbakken 1,55/33/0/0,3155000,70,320000,1888500,1.8,3399,Ingen,1.0
Muruvikvegen 5,55/35/0/0,5210000,70,320000,3327000,1.8,5988,Ingen,1.0
Sundtbakken 1,55/36/0/0,4195000,70,320000,2616500,1.8,4709,Ingen,1.0
Muruvikvegen 9A,55/37/0/1,3009000,70,320000,1786300,1.8,3215,Ingen,1.0
Muruvikvegen 9A,55/37/0/2,3089000,70,320000,1842300,1.8,3316,Ingen,1.0
Lertrøvegen 2,55/38/0/0,2733000,70,320000,1593100,1.8,2867,Ingen,1.0
Flatholmvegen 47,55/39/0/0,3594000,70,320000,2195800,1.8,3952,Ingen,1.0
Flatholmen 17,55/40/0/0,1060000,70,320000,422000,1.8,759,Ingen,1.0
Muruvikvegen 3,55/43/0/0,4202000,70,320000,2621400,1.8,4718,Ingen,1.0
Arntzenbakken 5,55/44/0/0,3472000,70,320000,2110400,1.8,3798,Ingen,1.0
Malvikvegen 1565,55/45/0/0,4999000,70,320000,3179300,1.8,5722,Ingen,1.0
Hommelviktrøa 0,55/46/0/0,0,100,0,0,1.8,0,Ingen,1.0
Heierås 0,55/47/0/0,25000,100,0,25000,1.8,45,Ingen,1.0
Furuhaugvegen 22,55/48/0/0,4164000,70,320000,2594800,1.8,4670,Ingen,1.0
Muruvikvegen 17,55/49/0/0,3262000,70,320000,1963400,1.8,3534,Ingen,1.0
Muruvikvegen 10,55/50/0/0,2981000,70,320000,1766700,1.8,3180,Ingen,1.0
Aaslund 0,55/52/0/0,227000,100,0,227000,1.8,408,Ingen,1.0
Flatholmvegen 10,55/54/0/0,3177000,70,320000,1903900,1.8,3427,Ingen,1.0
Flatholmvegen 12B,55/55/0/0,6550000,70,320000,4265000,1.8,7677,Ingen,1.0
Thorshaug 0,55/56/0/0,0,100,0,0,1.8,0,Ingen,1.0
Flatholmvegen 42B,55/59/0/0,2570000,70,320000,1479000,1.8,2662,Ingen,1.0
Flatholmvegen 53,55/60/0/0,1849000,70,320000,974300,1.8,1753,Ingen,1.0
Furuhaugvegen 20,55/62/0/0,4700000,70,320000,2970000,1.8,5346,Ingen,1.0
Furuhaugvegen 24,55/63/0/0,4145000,70,320000,2581500,1.8,4646,Ingen,1.0
Flatholmen 1,55/66/0/0,1722000,70,320000,885400,1.8,1593,Ingen,1.0
Blåveisvegen 1,55/67/0/0,4400000,70,320000,2760000,1.8,4968,Ingen,1.0
Blåveisvegen 3,55/68/0/0,3880000,70,320000,2396000,1.8,4312,Ingen,1.0
Flatholmvegen 32,55/70/0/0,3874000,70,320000,2391800,1.8,4305,Ingen,1.0
Furuhaugvegen 1,55/71/0/0,4700000,70,320000,2970000,1.8,5346,Ingen,1.0
Muruvikvegen 1,55/73/0/0,3492000,70,320000,2124400,1.8,3823,Ingen,1.0
Flatholmen 7,55/75/0/0,1026000,70,320000,398200,1.8,716,Ingen,1.0
Hommelvik 0,55/77/0/0,3420000,70,320000,2074000,1.8,3733,Ingen,1.0
Furuhaugvegen 6,55/78/0/0,4672000,70,320000,2950400,1.8,5310,Ingen,1.0
Flatholmen 9,55/79/0/0,1646000,70,320000,832200,1.8,1497,Ingen,1.0
Muruvikvegen 23,55/82/0/0,3795000,70,320000,2336500,1.8,4205,Ingen,1.0
Flatholmvegen 2,55/84/0/0,4445000,70,320000,2791500,1.8,5024,Ingen,1.0
Flatholmvegen 52,55/85/0/0,4147000,70,320000,2582900,1.8,4649,Ingen,1.0
Malvikvegen 1541,55/86/0/0,2974000,70,320000,1761800,1.8,3171,Ingen,1.0
Furuhaugvegen 12,55/87/0/0,5814000,70,320000,3749800,1.8,6749,Ingen,1.0
Furuhaugvegen 18,55/88/0/0,2591000,70,320000,1493700,1.8,2688,Ingen,1.0
Flatholmen 3,55/91/0/0,1274000,70,320000,571800,1.8,1029,Ingen,1.0
Flatholmen 5,55/92/0/0,788000,70,320000,231600,1.8,416,Ingen,1.0
Flatholmen 11,55/93/0/0,1978000,70,320000,1064600,1.8,1916,Ingen,1.0
Flatholmen 13,55/94/0/0,1399000,70,320000,659300,1.8,1186,Ingen,1.0
Flatholmen 15,55/95/0/0,1243000,70,320000,550100,1.8,990,Ingen,1.0
Fjordgløtt Ii 0,55/96/0/0,0,100,0,0,1.8,0,Ingen,1.0
Flatholmvegen 43,55/97/0/0,4068000,70,320000,2527600,1.8,4549,Ingen,1.0
Myrtrøvegen 8A,55/99/0/0,3047000,70,320000,1812900,1.8,3263,Ingen,1.0
Flatholmvegen 22,55/100/0/0,6029000,70,640000,3580300,1.8,6444,Ingen,2.0
Sundtbakken 2,55/101/0/0,4247000,70,320000,2652900,1.8,4775,Ingen,1.0
Myrtrøvegen 29,55/102/0/0,6169000,70,320000,3998300,1.8,7196,Ingen,1.0
Furuhaugvegen 9,55/103/0/0,4772000,70,320000,3020400,1.8,5436,Ingen,1.0
Muruvik Bensinstasjon 0,55/104/0/0,0,100,0,0,1.8,0,Ingen,1.0
Sundtbakken 5,55/105/0/0,3055000,70,320000,1818500,1.8,3273,Ingen,1.0
Muruvikvegen 25,55/106/0/0,3326000,70,320000,2008200,1.8,3614,Ingen,1.0
Furuhaugvegen 29,55/107/0/0,5961000,70,320000,3852700,1.8,6934,Ingen,1.0
Flatholmvegen 24,55/108/0/0,4145000,70,320000,2581500,1.8,4646,Ingen,1.0
Lynghaugen 0,55/109/0/0,53000,100,0,53000,1.8,95,Ingen,1.0
Muruvikvegen 20,55/110/0/0,0,100,0,0,1.8,0,Ingen,1.0
Solbrå I 0,55/111/0/0,0,100,0,0,1.8,0,Ingen,1.0
Blåveisvegen 5,55/114/0/0,4092000,70,320000,2544400,1.8,4579,Ingen,1.0
Flatholmvegen 24B,55/115/0/0,6819000,70,640000,4133300,1.8,7439,Ingen,2.0
Serinabakken 8,55/116/0/0,3594000,70,320000,2195800,1.8,3952,Ingen,1.0
Flatholmvegen 42A,55/117/0/0,438000,70,320000,0,1.8,0,Ingen,1.0
Holmenvegen 26,55/118/0/0,3326000,70,320000,2008200,1.8,3614,Ingen,1.0
55/119/0/0 0,55/119/0/0,0,100,0,0,1.8,0,Ingen,1.0
Nygårdsvegen 22,55/120/0/0,1957000,70,320000,1049900,1.8,1889,Ingen,1.0
Nygårdsvegen 20,55/121/0/0,674000,70,320000,151800,1.8,273,Ingen,1.0
Flatholmvegen 60,55/122/0/0,0,100,0,0,1.8,0,Ingen,1.0
Flatholmvegen 46,55/123/0/0,615000,70,320000,110500,1.8,198,Ingen,1.0
Flatholmvegen 58,55/124/0/0,3363000,70,320000,2034100,1.8,3661,Ingen,1.0
Flatholmvegen 72,55/125/0/0,1887000,70,320000,1000900,1.8,1801,Ingen,1.0
Holmenvegen 18A,55/126/0/1,2786000,70,320000,1630200,1.8,2934,Ingen,1.0
Holmenvegen 18B,55/126/0/2,3029000,70,320000,1800300,1.8,3240,Ingen,1.0
Arntzenbakken 9,55/128/0/0,3368000,70,320000,2037600,1.8,3667,Ingen,1.0
Møllmannsli I 0,55/130/0/0,0,100,0,0,1.8,0,Ingen,1.0
Furuly I 0,55/131/0/0,0,100,0,0,1.8,0,Ingen,1.0
Nygårdsvegen 24,55/132/0/0,901000,70,320000,310700,1.8,559,Ingen,1.0
Flatholmvegen 24D,55/133/0/0,5575000,70,320000,3582500,1.8,6448,Ingen,1.0
Muruvik Søndre I 0,55/134/0/0,0,100,0,0,1.8,0,Ingen,1.0
Flatholmvegen 62,55/136/0/0,293000,70,320000,0,1.8,0,Ingen,1.0
Furuhaugvegen 35,55/139/0/0,9416000,70,640000,5951200,1.8,10712,Ingen,2.0
Sundtbakken 4,55/141/0/0,4400000,70,320000,2760000,1.8,4968,Ingen,1.0
Flatholmvegen 39,55/143/0/0,8487000,70,640000,5300900,1.8,9541,Ingen,2.0
Flatholmvegen 25,55/144/0/0,4030000,70,320000,2501000,1.8,4501,Ingen,1.0
Flatholmvegen 50,55/145/0/0,1104000,70,320000,452800,1.8,815,Ingen,1.0
Flatholmvegen 74,55/146/0/0,1656000,70,320000,839200,1.8,1510,Ingen,1.0
Holmenvegen 14,55/147/0/0,3713000,70,320000,2279100,1.8,4102,Ingen,1.0
Flatholmvegen 38B,55/148/0/0,630000,70,320000,121000,1.8,217,Ingen,1.0
Flatholmvegen 29,55/149/0/0,3492000,70,320000,2124400,1.8,3823,Ingen,1.0
Viken I 0,55/150/0/0,0,100,0,0,1.8,0,Ingen,1.0
Viken Ii 0,55/151/0/0,0,100,0,0,1.8,0,Ingen,1.0
Viken Iii 0,55/152/0/0,0,100,0,0,1.8,0,Ingen,1.0
Divisjon Eiendom - Gjelder Bitumenanlegg Muruvik 0,55/154/0/0,6400000,100,0,6400000,4.0,25600,Ingen,1.0
Furuhaugvegen 2,55/155/0/0,3635000,70,320000,2224500,1.8,4004,Ingen,1.0
Myrtrøvegen 9A,55/156/0/0,3025000,70,320000,1797500,1.8,3235,Ingen,1.0
Holmenvegen 22,55/157/0/0,594000,70,320000,95800,1.8,172,Ingen,1.0
Flatholmvegen 41,55/158/0/0,3134000,70,320000,1873800,1.8,3372,Ingen,1.0
Flatholmvegen 37,55/159/0/0,4371000,70,320000,2739700,1.8,4931,Ingen,1.0
Flatholmvegen 41B,55/160/0/0,2461000,70,320000,1402700,1.8,2524,Ingen,1.0
Flatholmvegen 45,55/161/0/0,3262000,70,320000,1963400,1.8,3534,Ingen,1.0
Liavegen 51,55/162/0/0,3469000,70,320000,2108300,1.8,3794,Ingen,1.0
Myrtrøvegen 7,55/164/0/0,3655000,70,320000,2238500,1.8,4029,Ingen,1.0
Myrtrøvegen 5,55/165/0/0,3134000,70,320000,1873800,1.8,3372,Ingen,1.0
Myrtrøvegen 3,55/166/0/0,3241000,70,320000,1948700,1.8,3507,Ingen,1.0
Muruvikvegen 6,55/167/0/0,3815000,70,320000,2350500,1.8,4230,Ingen,1.0
Serinabakken 7,55/171/0/0,3262000,70,320000,1963400,1.8,3534,Ingen,1.0
Lertrøvegen 4,55/172/0/0,2498000,70,320000,1428600,1.8,2571,Ingen,1.0
Flatholmvegen 68,55/173/0/0,1526000,70,320000,748200,1.8,1346,Ingen,1.0
Flatholmvegen 64,55/174/0/0,2762000,70,640000,1293400,1.8,2328,Ingen,2.0
Flatholmvegen 70,55/175/0/0,700000,70,320000,170000,1.8,306,Ingen,1.0
Flatholmvegen 54,55/176/0/0,1766000,70,320000,916200,1.8,1649,Ingen,1.0
Flatholmvegen 34,55/178/0/0,3675000,70,320000,2252500,1.8,4054,Ingen,1.0
Snippen 0,55/180/0/0,0,100,0,0,1.8,0,Ingen,1.0
Furuhaugvegen 8,55/181/0/0,3472000,70,320000,2110400,1.8,3798,Ingen,1.0
Flatholmvegen 36C,55/184/0/0,1113000,70,320000,459100,1.8,826,Ingen,1.0
Blåveisvegen 6,55/186/0/0,4144000,70,320000,2580800,1.8,4645,Ingen,1.0
Viken Vi 0,55/187/0/0,0,100,0,0,1.8,0,Ingen,1.0
Muruvikvegen 8,55/188/0/0,3874000,70,320000,2391800,1.8,4305,Ingen,1.0
Flatholmvegen 33,55/189/0/0,3775000,70,320000,2322500,1.8,4180,Ingen,1.0
Furuhaugvegen 3,55/190/0/0,4555000,70,640000,2548500,1.8,4587,Ingen,2.0
Tillegg Til Holmbo 0,55/192/0/0,0,100,0,0,1.8,0,Ingen,1.0
Myrtrøvegen 10,55/193/0/0,4221000,70,320000,2634700,1.8,4742,Ingen,1.0
Skogholt 0,55/194/0/0,456000,100,0,456000,1.8,820,Ingen,1.0
Serinabakken 16,55/195/0/0,0,100,0,0,1.8,0,Ingen,1.0
Skogholt Ii 0,55/196/0/0,0,100,0,0,1.8,0,Ingen,1.0
Flatholmvegen 35,55/197/0/0,4202000,70,320000,2621400,1.8,4718,Ingen,1.0
Liavegen 65,55/198/0/0,4400000,70,320000,2760000,1.8,4968,Ingen,1.0
Tillegg Til Bakketun 0,55/199/0/0,72000,100,0,72000,1.8,129,Ingen,1.0
Liavegen 55,55/200/0/0,3799000,70,320000,2339300,1.8,4210,Ingen,1.0
Malvikvegen 1570,55/201/0/0,4263000,70,320000,2664100,1.8,4795,Ingen,1.0
Tillegg Til Hommelvikhøgda 0,55/202/0/0,0,100,0,0,1.8,0,Ingen,1.0
Sundtbakken 6,55/203/0/0,5572000,70,320000,3580400,1.8,6444,Ingen,1.0
Flatholmvegen 56,55/204/0/0,1142000,70,320000,479400,1.8,862,Ingen,1.0
Flatholmvegen 38,55/205/0/0,4334000,70,320000,2713800,1.8,4884,Ingen,1.0
Myrtrøvegen 9B,55/206/0/0,4826000,70,640000,2738200,1.8,4928,Ingen,2.0
Muruvikvegen 11,55/207/0/0,3305000,70,320000,1993500,1.8,3588,Ingen,1.0
Tillegg Til Solglimt 0,55/208/0/0,0,100,0,0,1.8,0,Ingen,1.0
Flatholmvegen 25A,55/209/0/0,6985000,70,320000,4569500,1.8,8225,Ingen,1.0
Myrtrøvegen 12,55/210/0/0,3003000,70,320000,1782100,1.8,3207,Ingen,1.0
Furuhaugvegen 5,55/211/0/0,5518000,70,320000,3542600,1.8,6376,Ingen,1.0
Flatholmvegen 31,55/214/0/0,3025000,70,320000,1797500,1.8,3235,Ingen,1.0
Muruvikvegen 2,55/215/0/0,4277000,70,320000,2673900,1.8,4813,Ingen,1.0
Myrtrøvegen 14,55/218/0/0,4240000,70,640000,2328000,1.8,4190,Ingen,2.0
Myrtrøvegen 16,55/219/0/0,3913000,70,320000,2419100,1.8,4354,Ingen,1.0
Myrtrøvegen 19,55/220/0/0,3675000,70,320000,2252500,1.8,4054,Ingen,1.0
Myrtrøvegen 25,55/221/0/0,2981000,70,320000,1766700,1.8,3180,Ingen,1.0
Myrtrøvegen 23,55/222/0/0,5176000,70,320000,3303200,1.8,5945,Ingen,1.0
Myrtrøvegen 21,55/223/0/0,4573000,70,640000,2561100,1.8,4609,Ingen,2.0
Myrtrøvegen 20,55/224/0/0,4426000,70,320000,2778200,1.8,5000,Ingen,1.0
Myrtrøvegen 18,55/225/0/0,4389000,70,320000,2752300,1.8,4954,Ingen,1.0
Sveianvegen 3,55/226/0/0,3986000,70,320000,2470200,1.8,4446,Ingen,1.0
Flatholmen 2,55/228/0/0,575000,70,320000,82500,1.8,148,Ingen,1.0
Furuhaugvegen 11,55/229/0/0,4700000,70,320000,2970000,1.8,5346,Ingen,1.0
Furuhaugvegen 13,55/230/0/0,0,100,0,0,1.8,0,Ingen,1.0
Parsell P 0,55/231/0/0,0,100,0,0,1.8,0,Ingen,1.0
Myrtrøvegen 8B,55/233/0/0,4754000,70,320000,3007800,1.8,5414,Ingen,1.0
Sundtbakken 3,55/234/0/0,3853000,70,320000,2377100,1.8,4278,Ingen,1.0
Furuhaugvegen 31,55/235/0/0,5540000,70,320000,3558000,1.8,6404,Ingen,1.0
Flatholmvegen 23,55/237/0/0,4482000,70,320000,2817400,1.8,5071,Ingen,1.0
Liavegen 53,55/238/0/0,4550000,70,320000,2865000,1.8,5157,Ingen,1.0
Tillegg Til Bekkestua 0,55/239/0/0,0,100,0,0,1.8,0,Ingen,1.0
Furuhaugvegen 7,55/240/0/0,5482000,70,320000,3517400,1.8,6331,Ingen,1.0
Flatholmvegen 28,55/241/0/0,3326000,70,320000,2008200,1.8,3614,Ingen,1.0
Flatholmvegen 27,55/242/0/0,3675000,70,320000,2252500,1.8,4054,Ingen,1.0
Bekkestua Ii 0,55/244/0/0,0,100,0,0,1.8,0,Ingen,1.0
Furuhaugvegen 16,55/245/0/0,2700000,70,320000,1570000,1.8,2826,Ingen,1.0
Blåveisvegen 3B,55/246/0/0,4893000,70,320000,3105100,1.8,5589,Ingen,1.0
Muruvikvegen 7,55/247/0/0,3735000,70,320000,2294500,1.8,4130,Ingen,1.0
Muruvikvegen 9B,55/248/0/0,4088000,70,320000,2541600,1.8,4574,Ingen,1.0
Flatholmvegen 20,55/249/0/0,5976000,70,320000,3863200,1.8,6953,Ingen,1.0
Furuhaugvegen 37,55/250/0/0,3554000,70,320000,2167800,1.8,3902,Ingen,1.0
Serinabakken 14,55/251/0/0,4500000,70,320000,2830000,1.8,5094,Ingen,1.0
Parkeringsplass Leiret 0,55/253/0/0,0,100,0,0,4.0,0,Ingen,1.0
Flatholmvegen 4,55/254/0/0,4088000,70,320000,2541600,1.8,4574,Ingen,1.0
Muruvikvegen 16,55/255/0/0,3090000,70,640000,1523000,1.8,2741,Ingen,2.0
Øvre Solbakken 67B,55/256/0/0,6040000,70,320000,3908000,1.8,7034,Ingen,1.0
Furuhaugvegen 4,55/257/0/0,4240000,70,320000,2648000,1.8,4766,Ingen,1.0
Muruvikvegen 7D,55/258/0/0,4049000,70,320000,2514300,1.8,4525,Ingen,1.0
Myrtrøvegen 6B,55/259/0/0,3692000,70,320000,2264400,1.8,4075,Ingen,1.0
Flatholmvegen 40,55/262/0/0,4482000,70,320000,2817400,1.8,5071,Ingen,1.0
Storheia 0,55/263/0/0,0,100,0,0,4.0,0,Ingen,1.0
Furuhaugvegen 17,55/264/0/0,6569000,70,640000,3958300,1.8,7124,Ingen,2.0
Flatholmvegen 6,55/267/0/0,6443000,70,320000,4190100,1.8,7542,Ingen,1.0
Myrtrøvegen 11,55/268/0/0,5098000,70,320000,3248600,1.8,5847,Ingen,1.0
Myrtrøvegen 13,55/269/0/0,4780000,70,320000,3026000,1.8,5446,Ingen,1.0
Myrtrøvegen 15,55/270/0/0,0,100,0,0,1.8,0,Ingen,1.0
Myrtrøvegen 17,55/271/0/0,5143000,70,320000,3280100,1.8,5904,Ingen,1.0
Solbakken Terrasse 0,55/272/0/0,0,100,0,0,1.8,0,Ingen,1.0
Tillegg Til Furukollen 0,55/273/0/0,0,100,0,0,1.8,0,Ingen,1.0
Øvre Solbakken 47,55/274/0/0,4548000,70,320000,2863600,1.8,5154,Ingen,1.0
Øvre Solbakken 39,55/275/0/0,5267000,70,320000,3366900,1.8,6060,Ingen,1.0
Øvre Solbakken 41,55/276/0/0,5265000,70,320000,3365500,1.8,6057,Ingen,1.0
Øvre Solbakken 45,55/277/0/0,6143000,70,320000,3980100,1.8,7164,Ingen,1.0
Øvre Solbakken 43,55/278/0/0,5956000,70,320000,3849200,1.8,6928,Ingen,1.0
Øvre Solbakken 33,55/279/0/0,6106000,70,320000,3954200,1.8,7117,Ingen,1.0
Øvre Solbakken 35,55/280/0/0,7283000,70,320000,4778100,1.8,8600,Ingen,1.0
Øvre Solbakken 37,55/281/0/0,6697000,70,320000,4367900,1.8,7862,Ingen,1.0
Serinabakken 20,55/282/0/0,4700000,70,640000,2650000,1.8,4770,Ingen,2.0
Serinabakken 11,55/283/0/0,3702000,70,320000,2271400,1.8,4088,Ingen,1.0
Serinabakken 22,55/284/0/0,5007000,70,320000,3184900,1.8,5732,Ingen,1.0
Serinabakken 24,55/285/0/0,7992000,70,640000,4954400,1.8,8917,Ingen,2.0
Serinabakken 26,55/286/0/0,5613000,70,320000,3609100,1.8,6496,Ingen,1.0
Flatholmvegen 14,55/288/0/0,4684000,70,640000,2638800,1.8,4749,Ingen,2.0
Tillegg Til Utsikten 0,55/289/0/0,0,100,0,0,1.8,0,Ingen,1.0
Serinabakken 13,55/290/0/0,0,100,0,0,1.8,0,Ingen,1.0
"Linjegrunn, Nordlandsbanen 0",55/292/0/0,0,100,0,0,4.0,0,Ingen,1.0
Øvre Solbakken 31B,55/293/0/0,5857000,70,640000,3459900,1.8,6227,Ingen,2.0
Flatholmvegen 34B,55/296/0/0,4081000,70,320000,2536700,1.8,4566,Ingen,1.0
Øvre Solbakken 45B,55/297/0/0,6420000,70,640000,3854000,1.8,6937,Ingen,2.0
Øvre Solbakken 45C,55/298/0/0,5206000,70,320000,3324200,1.8,5983,Ingen,1.0
Øvre Solbakken 45D,55/299/0/0,6367000,70,320000,4136900,1.8,7446,Ingen,1.0
Arntzenbakken 6,55/301/0/0,5946000,70,320000,3842200,1.8,6915,Ingen,1.0
Holmenvegen 17,55/304/0/0,4731000,70,320000,2991700,1.8,5385,Ingen,1.0
Øvre Solbakken 67A,55/305/0/0,7977000,70,640000,4943900,1.8,8899,Ingen,2.0
Blåveisvegen 4,55/306/0/0,5901000,70,320000,3810700,1.8,6859,Ingen,1.0
Heierås Ii 0,55/307/0/0,0,100,0,0,1.8,0,Ingen,1.0
Geilbergvegen 2,55/308/0/0,4044000,70,320000,2510800,1.8,4519,Ingen,1.0
Furuhaugvegen 27,55/309/0/0,7311000,70,320000,4797700,1.8,8635,Ingen,1.0
Furuhaugvegen 25,55/310/0/0,7728000,70,320000,5089600,1.8,9161,Ingen,1.0
Furuhaugvegen 23,55/311/0/0,5695000,70,640000,3346500,1.8,6023,Ingen,2.0
Myrtrøvegen 12B,55/312/0/0,3902000,70,320000,2411400,1.8,4340,Ingen,1.0
Myrtrøvegen 4A,55/313/0/0,0,100,0,0,4.0,0,Ingen,1.0
Furuhaugvegen 13A,55/314/0/0,6781000,70,640000,4106700,1.8,7392,Ingen,2.0
Furuhaugvegen 13B,55/315/0/0,7136000,70,640000,4355200,1.8,7839,Ingen,2.0
Furuhaugvegen 15,55/316/0/0,0,100,0,0,1.8,0,Ingen,1.0
Myrtrøvegen 4A,55/317/0/0,3733000,70,320000,2293100,1.8,4127,Ingen,1.0
Myrtrøvegen 4B,55/318/0/0,3622000,70,320000,2215400,1.8,3987,Ingen,1.0
Myrtrøvegen 4C,55/319/0/0,3622000,70,320000,2215400,1.8,3987,Ingen,1.0
Myrtrøvegen 4D,55/320/0/0,3622000,70,320000,2215400,1.8,3987,Ingen,1.0
Myrtrøvegen 4E,55/321/0/0,3622000,70,320000,2215400,1.8,3987,Ingen,1.0
Myrtrøvegen 4F,55/322/0/0,3733000,70,320000,2293100,1.8,4127,Ingen,1.0
Myrtrøvegen 4G,55/323/0/0,3761000,70,320000,2312700,1.8,4162,Ingen,1.0
Myrtrøvegen 4H,55/324/0/0,3579000,70,320000,2185300,1.8,3933,Ingen,1.0
Furuhaugvegen 19,55/325/0/0,7992000,70,640000,4954400,1.8,8917,Ingen,2.0
Flatholmvegen 6B,55/326/0/0,6755000,70,320000,4408500,1.8,7935,Ingen,1.0
Flatholmvegen 6A,55/327/0/0,5168000,70,320000,3297600,1.8,5935,Ingen,1.0
Flatholmvegen 8,55/328/0/0,8991000,70,640000,5653700,1.8,10176,Ingen,2.0
Fotasvingen 2,55/329/0/0,22162000,70,1920000,13593400,1.8,24468,Ingen,6.0
Fotasvingen 14,55/330/0/0,32175000,70,2880000,19642500,1.8,35356,Ingen,9.0
Fotasvingen 32,55/331/0/1,3558000,70,320000,2170600,1.8,3907,Ingen,1.0
Fotasvingen 34,55/331/0/2,3836000,70,320000,2365200,1.8,4257,Ingen,1.0
Fotasvingen 44,55/331/0/3,3437000,70,320000,2085900,1.8,3754,Ingen,1.0
Fotasvingen 46,55/331/0/4,3598000,70,320000,2198600,1.8,3957,Ingen,1.0
Fotasvingen 56,55/331/0/5,3992000,70,320000,2474400,1.8,4453,Ingen,1.0
Fotasvingen 36,55/331/0/6,3558000,70,320000,2170600,1.8,3907,Ingen,1.0
Fotasvingen 38,55/331/0/7,3836000,70,320000,2365200,1.8,4257,Ingen,1.0
