Adresse,Eiendom,Takst,Skattenivå,Bunnfradrag,Grunnlag,Promillesats,Skatt,Fritak,faktor
Sakslundvegen 8,1/304/0/0,5365000,70,320000,3435500,1.8,6183,Ingen,1.0
Olav Magnussons Veg 38B,1/307/0/0,3221000,70,320000,1934700,1.8,3482,Ingen,1.0
N.S.B. Parsell 1 0,1/308/0/0,0,100,0,0,1.8,0,Ingen,1.0
Saxe Viks Veg 62,1/309/0/0,584000,70,320000,88800,1.8,159,Ingen,1.0
Hundhammervegen 24,1/310/0/0,3718000,70,320000,2282600,1.8,4108,Ingen,1.0
Hundhammervegen 15,1/311/0/0,4092000,70,320000,2544400,1.8,4579,Ingen,1.0
Kongestien 6,1/312/0/0,6258000,70,320000,4060600,1.8,7309,Ingen,1.0
Sakslundvegen 19,1/314/0/0,37000,100,0,37000,1.8,66,Ingen,1.0
Sakslundvegen 30,1/315/0/0,8298000,70,320000,5488600,1.8,9879,Ingen,1.0
Saxe Viks Veg 66,1/316/0/0,536000,70,320000,55200,1.8,99,Ingen,1.0
Grim Saxeviks Veg 2,1/317/0/0,3897000,70,320000,2407900,1.8,4334,Ingen,1.0
Grim Saxeviks Veg 4,1/318/0/0,3521000,70,320000,2144700,1.8,3860,Ingen,1.0
Grim Saxeviks Veg 6,1/319/0/0,3521000,70,320000,2144700,1.8,3860,Ingen,1.0
Grim Saxeviks Veg 8,1/320/0/0,3781000,70,320000,2326700,1.8,4188,Ingen,1.0
Grim Saxeviks Veg 10,1/321/0/0,3599000,70,320000,2199300,1.8,3958,Ingen,1.0
Grim Saxeviks Veg 12,1/322/0/0,3473000,70,320000,2111100,1.8,3799,Ingen,1.0
Grim Saxeviks Veg 14,1/323/0/0,3897000,70,320000,2407900,1.8,4334,Ingen,1.0
Grim Saxeviks Veg 16,1/324/0/0,3736000,70,320000,2295200,1.8,4131,Ingen,1.0
Grim Saxeviks Veg 18,1/325/0/0,3221000,70,320000,1934700,1.8,3482,Ingen,1.0
Grim Saxeviks Veg 20,1/326/0/0,3825000,70,320000,2357500,1.8,4243,Ingen,1.0
Grim Saxeviks Veg 22,1/327/0/0,3996000,70,320000,2477200,1.8,4458,Ingen,1.0
Grim Saxeviks Veg 24,1/328/0/0,3796000,70,320000,2337200,1.8,4206,Ingen,1.0
Grim Saxeviks Veg 26,1/329/0/0,3736000,70,320000,2295200,1.8,4131,Ingen,1.0
Grim Saxeviks Veg 28,1/330/0/0,3736000,70,320000,2295200,1.8,4131,Ingen,1.0
Grim Saxeviks Veg 30,1/331/0/0,3736000,70,320000,2295200,1.8,4131,Ingen,1.0
Grim Saxeviks Veg 32,1/332/0/0,3968000,70,320000,2457600,1.8,4423,Ingen,1.0
Grim Saxeviks Veg 34,1/333/0/0,3615000,70,320000,2210500,1.8,3978,Ingen,1.0
Grim Saxeviks Veg 36,1/334/0/0,3324000,70,320000,2006800,1.8,3612,Ingen,1.0
Grim Saxeviks Veg 38,1/335/0/0,3721000,70,320000,2284700,1.8,4112,Ingen,1.0
Grim Saxeviks Veg 40,1/336/0/0,3661000,70,320000,2242700,1.8,4036,Ingen,1.0
Grim Saxeviks Veg 42,1/337/0/0,3374000,70,320000,2041800,1.8,3675,Ingen,1.0
Jamthaugvegen 1,1/338/0/0,3630000,70,320000,2221000,1.8,3997,Ingen,1.0
Jamthaugvegen 3,1/339/0/0,4133000,70,320000,2573100,1.8,4631,Ingen,1.0
Jamthaugvegen 5,1/340/0/0,3751000,70,320000,2305700,1.8,4150,Ingen,1.0
Jamthaugvegen 7,1/341/0/0,4119000,70,320000,2563300,1.8,4613,Ingen,1.0
Jamthaugvegen 9,1/342/0/0,3751000,70,320000,2305700,1.8,4150,Ingen,1.0
Jamthaugvegen 11,1/343/0/0,3630000,70,320000,2221000,1.8,3997,Ingen,1.0
Jamthaugvegen 13,1/344/0/0,3868000,70,320000,2387600,1.8,4297,Ingen,1.0
Jamthaugvegen 15,1/345/0/0,3796000,70,320000,2337200,1.8,4206,Ingen,1.0
Jamthaugvegen 17,1/346/0/0,3781000,70,320000,2326700,1.8,4188,Ingen,1.0
Jamthaugvegen 19,1/347/0/0,3646000,70,320000,2232200,1.8,4017,Ingen,1.0
Jamthaugvegen 21,1/348/0/0,3868000,70,320000,2387600,1.8,4297,Ingen,1.0
Jamthaugvegen 23,1/349/0/0,3926000,70,320000,2428200,1.8,4370,Ingen,1.0
Jamthaugvegen 25,1/350/0/0,3646000,70,320000,2232200,1.8,4017,Ingen,1.0
Jamthaugvegen 27,1/351/0/0,3781000,70,320000,2326700,1.8,4188,Ingen,1.0
Jamthaugvegen 29,1/352/0/0,3706000,70,320000,2274200,1.8,4093,Ingen,1.0
Jamthaugvegen 31,1/353/0/0,4450000,70,320000,2795000,1.8,5031,Ingen,1.0
Jamthaugvegen 33,1/354/0/0,3706000,70,320000,2274200,1.8,4093,Ingen,1.0
Jamthaugvegen 35,1/355/0/0,3868000,70,320000,2387600,1.8,4297,Ingen,1.0
Jamthaugvegen 37,1/356/0/0,3706000,70,320000,2274200,1.8,4093,Ingen,1.0
Jamthaugvegen 39,1/357/0/0,3766000,70,320000,2316200,1.8,4169,Ingen,1.0
Jamthaugvegen 41,1/358/0/0,3706000,70,320000,2274200,1.8,4093,Ingen,1.0
Jamthaugvegen 43,1/359/0/0,3568000,70,320000,2177600,1.8,3919,Ingen,1.0
Jamthaugvegen 45,1/360/0/0,3706000,70,320000,2274200,1.8,4093,Ingen,1.0
Jamthaugvegen 2,1/361/0/0,3521000,70,320000,2144700,1.8,3860,Ingen,1.0
Jamthaugvegen 4,1/362/0/0,3537000,70,320000,2155900,1.8,3880,Ingen,1.0
Jamthaugvegen 6,1/363/0/0,3751000,70,320000,2305700,1.8,4150,Ingen,1.0
Jamthaugvegen 8,1/364/0/0,3552000,70,320000,2166400,1.8,3899,Ingen,1.0
Jamthaugvegen 10,1/365/0/0,4092000,70,320000,2544400,1.8,4579,Ingen,1.0
Jamthaugvegen 12,1/366/0/0,3324000,70,320000,2006800,1.8,3612,Ingen,1.0
Jamthaugvegen 14,1/367/0/0,3706000,70,320000,2274200,1.8,4093,Ingen,1.0
Jamthaugvegen 16,1/368/0/0,3691000,70,320000,2263700,1.8,4074,Ingen,1.0
Jamthaugvegen 18,1/369/0/0,4133000,70,320000,2573100,1.8,4631,Ingen,1.0
Jamthaugvegen 20,1/370/0/0,3584000,70,320000,2188800,1.8,3939,Ingen,1.0
Jamthaugvegen 22,1/371/0/0,3751000,70,320000,2305700,1.8,4150,Ingen,1.0
Jamthaugvegen 24,1/372/0/0,3537000,70,320000,2155900,1.8,3880,Ingen,1.0
Jamthaugvegen 26,1/373/0/0,3521000,70,320000,2144700,1.8,3860,Ingen,1.0
Jamthaugvegen 28,1/374/0/0,3630000,70,320000,2221000,1.8,3997,Ingen,1.0
Jamthaugvegen 30,1/375/0/0,3552000,70,320000,2166400,1.8,3899,Ingen,1.0
Jamthaugvegen 32,1/376/0/0,3706000,70,320000,2274200,1.8,4093,Ingen,1.0
Jamthaugvegen 34,1/377/0/0,3537000,70,320000,2155900,1.8,3880,Ingen,1.0
Jamthaugvegen 36,1/378/0/0,3615000,70,320000,2210500,1.8,3978,Ingen,1.0
Jamthaugvegen 38,1/379/0/0,3424000,70,320000,2076800,1.8,3738,Ingen,1.0
Jamthaugvegen 40,1/380/0/0,3203000,70,320000,1922100,1.8,3459,Ingen,1.0
Jamthaugvegen 42,1/381/0/0,3552000,70,320000,2166400,1.8,3899,Ingen,1.0
Jamthaugvegen 44,1/382/0/0,3473000,70,320000,2111100,1.8,3799,Ingen,1.0
Jamthaugvegen 46,1/383/0/0,3630000,70,320000,2221000,1.8,3997,Ingen,1.0
Jamthaugvegen 48,1/384/0/0,3489000,70,320000,2122300,1.8,3820,Ingen,1.0
Jamthaugvegen 50,1/385/0/0,3489000,70,320000,2122300,1.8,3820,Ingen,1.0
Jamthaugvegen 52,1/386/0/0,3630000,70,320000,2221000,1.8,3997,Ingen,1.0
Jamthaugvegen 54,1/387/0/0,3766000,70,320000,2316200,1.8,4169,Ingen,1.0
Jamthaugvegen 56,1/388/0/0,3537000,70,320000,2155900,1.8,3880,Ingen,1.0
Jamthaugvegen 58,1/389/0/0,3854000,70,320000,2377800,1.8,4280,Ingen,1.0
Jamthaugvegen 60,1/390/0/0,3537000,70,320000,2155900,1.8,3880,Ingen,1.0
Jamthaugvegen 62,1/391/0/0,4387000,70,320000,2750900,1.8,4951,Ingen,1.0
Jamthaugvegen 64,1/392/0/0,3537000,70,320000,2155900,1.8,3880,Ingen,1.0
Jamthaugvegen 66,1/393/0/0,3584000,70,320000,2188800,1.8,3939,Ingen,1.0
Jamthaugvegen 68,1/394/0/0,3537000,70,320000,2155900,1.8,3880,Ingen,1.0
Jamthaugvegen 70,1/395/0/0,3646000,70,320000,2232200,1.8,4017,Ingen,1.0
Jamthaugvegen 72,1/396/0/0,3537000,70,320000,2155900,1.8,3880,Ingen,1.0
Jamthaugvegen 74,1/397/0/0,3825000,70,320000,2357500,1.8,4243,Ingen,1.0
Jamthaugvegen 76,1/398/0/0,3552000,70,320000,2166400,1.8,3899,Ingen,1.0
Jamthaugvegen 78,1/399/0/0,3537000,70,320000,2155900,1.8,3880,Ingen,1.0
Jamthaugvegen 80,1/400/0/0,3706000,70,320000,2274200,1.8,4093,Ingen,1.0
Jamthaugvegen 82,1/401/0/0,3599000,70,320000,2199300,1.8,3958,Ingen,1.0
Jamthaugvegen 84,1/402/0/0,3537000,70,320000,2155900,1.8,3880,Ingen,1.0
Jamthaugvegen 86,1/403/0/0,3897000,70,320000,2407900,1.8,4334,Ingen,1.0
Jamthaugvegen 88,1/404/0/0,3505000,70,320000,2133500,1.8,3840,Ingen,1.0
Jamthaugvegen 90,1/405/0/0,3825000,70,320000,2357500,1.8,4243,Ingen,1.0
Jamthaugvegen 92,1/406/0/0,3440000,70,320000,2088000,1.8,3758,Ingen,1.0
Hundhammervegen 13A,1/407/0/1,4717000,70,320000,2981900,1.8,5367,Ingen,1.0
Hundhammervegen 13B,1/407/0/2,4214000,70,320000,2629800,1.8,4733,Ingen,1.0
Armfeldts Veg 8,1/410/0/0,6912000,70,320000,4518400,1.8,8133,Ingen,1.0
Åslyvegen 1,1/413/0/0,4772000,70,320000,3020400,1.8,5436,Ingen,1.0
Åslyvegen 2,1/414/0/0,4530000,70,320000,2851000,1.8,5131,Ingen,1.0
Åslyvegen 4,1/415/0/0,4226000,70,320000,2638200,1.8,4748,Ingen,1.0
Lassvebergvegen 6,1/416/0/0,5842000,70,320000,3769400,1.8,6784,Ingen,1.0
Olav Magnussons Veg 32B,1/426/0/0,5037000,70,320000,3205900,1.8,5770,Ingen,1.0
Saksviklia 73,1/427/0/0,5526000,70,320000,3548200,1.8,6386,Ingen,1.0
Saksviklia 77,1/428/0/0,6515000,70,320000,4240500,1.8,7632,Ingen,1.0
Saksviklia 75,1/429/0/0,5908000,70,320000,3815600,1.8,6868,Ingen,1.0
Saksviklia 71,1/430/0/0,5526000,70,320000,3548200,1.8,6386,Ingen,1.0
Lassvebergvegen 23,1/431/0/0,5886000,70,320000,3800200,1.8,6840,Ingen,1.0
Jamthaugvegen 94B,1/440/0/0,4400000,70,320000,2760000,1.8,4968,Ingen,1.0
Nordlistien 4,1/442/0/0,5775000,70,320000,3722500,1.8,6700,Ingen,1.0
Sakslundvegen 23,1/452/0/0,6724000,70,320000,4386800,1.8,7896,Ingen,1.0
Olav Magnussons Veg 57B,1/453/0/0,4092000,70,320000,2544400,1.8,4579,Ingen,1.0
Magnus Barfots Veg 28C,1/454/0/0,6344000,70,320000,4120800,1.8,7417,Ingen,1.0
Olav Magnussons Veg 23B,1/456/0/0,6669000,70,320000,4348300,1.8,7826,Ingen,1.0
Åslyvegen 6,1/459/0/0,6255000,70,320000,4058500,1.8,7305,Ingen,1.0
Åslyvegen 8,1/460/0/0,7178000,70,320000,4704600,1.8,8468,Ingen,1.0
Åslyvegen 10,1/461/0/0,7924000,70,320000,5226800,1.8,9408,Ingen,1.0
Tillegg Til 2/268 0,1/462/0/0,0,100,0,0,1.8,0,Ingen,1.0
Sakslundvegen 27,1/463/0/0,5944000,70,320000,3840800,1.8,6913,Ingen,1.0
Ole Hoels Veg 2A,1/464/0/0,5477000,70,320000,3513900,1.8,6325,Ingen,1.0
Sakslundvegen 36,1/465/0/0,5176000,70,640000,2983200,1.8,5369,Ingen,2.0
Veggrunn Av Utsikten 0,1/466/0/0,0,100,0,0,4.0,0,Ingen,1.0
Sjølystvegen 66A,1/467/0/0,4067000,70,320000,2526900,1.8,4548,Ingen,1.0
Sjølystvegen 64,1/468/0/0,5857000,70,320000,3779900,1.8,6803,Ingen,1.0
Sjølystvegen 62,1/469/0/0,6171000,70,320000,3999700,1.8,7199,Ingen,1.0
Sjølystvegen 60,1/470/0/0,5566000,70,320000,3576200,1.8,6437,Ingen,1.0
Sjølystvegen 58,1/471/0/0,7283000,70,320000,4778100,1.8,8600,Ingen,1.0
Sjølystvegen 50,1/472/0/0,8000000,70,320000,5280000,1.8,9504,Ingen,1.0
Sjølystvegen 54,1/473/0/0,6859000,70,320000,4481300,1.8,8066,Ingen,1.0
Sjølystvegen 56,1/474/0/0,6422000,70,320000,4175400,1.8,7515,Ingen,1.0
Sjølystvegen 48,1/475/0/0,6227000,70,320000,4038900,1.8,7270,Ingen,1.0
Sjølystvegen 68,1/476/0/0,6642000,70,320000,4329400,1.8,7792,Ingen,1.0
Sjølystvegen 74,1/477/0/0,4396000,70,320000,2757200,1.8,4962,Ingen,1.0
Sjølystvegen 76,1/478/0/0,4575000,70,320000,2882500,1.8,5188,Ingen,1.0
Sjølystvegen 78,1/479/0/0,4244000,70,320000,2650800,1.8,4771,Ingen,1.0
Sjølystvegen 80,1/480/0/0,4868000,70,320000,3087600,1.8,5557,Ingen,1.0
Sjølystvegen 82,1/481/0/0,4429000,70,320000,2780300,1.8,5004,Ingen,1.0
Sjølystvegen 84,1/482/0/0,3627000,70,320000,2218900,1.8,3994,Ingen,1.0
Sjølystvegen 86,1/483/0/0,4478000,70,320000,2814600,1.8,5066,Ingen,1.0
Sjølystvegen 88,1/484/0/0,4139000,70,320000,2577300,1.8,4639,Ingen,1.0
Sjølystvegen 90,1/485/0/0,3901000,70,320000,2410700,1.8,4339,Ingen,1.0
Sjølystvegen 92,1/486/0/0,5053000,70,320000,3217100,1.8,5790,Ingen,1.0
Sjølystvegen 94,1/487/0/0,4685000,70,320000,2959500,1.8,5327,Ingen,1.0
Sjølystvegen 26,1/488/0/0,4103000,70,320000,2552100,1.8,4593,Ingen,1.0
Sjølystvegen 28,1/489/0/0,4192000,70,320000,2614400,1.8,4705,Ingen,1.0
Sjølystvegen 30,1/490/0/0,4244000,70,320000,2650800,1.8,4771,Ingen,1.0
Sjølystvegen 32,1/491/0/0,4396000,70,320000,2757200,1.8,4962,Ingen,1.0
Sjølystvegen 34,1/492/0/0,4778000,70,320000,3024600,1.8,5444,Ingen,1.0
Sjølystvegen 36,1/493/0/0,4732000,70,320000,2992400,1.8,5386,Ingen,1.0
Sjølystvegen 38,1/494/0/0,4607000,70,320000,2904900,1.8,5228,Ingen,1.0
Sjølystvegen 40,1/495/0/0,5365000,70,320000,3435500,1.8,6183,Ingen,1.0
Sjølystvegen 42,1/496/0/0,7465000,70,640000,4585500,1.8,8253,Ingen,2.0
Sjølystvegen 44,1/497/0/0,6422000,70,640000,3855400,1.8,6939,Ingen,2.0
Sjølystvegen 46,1/498/0/0,4548000,70,320000,2863600,1.8,5154,Ingen,1.0
Sjølystvegen 52,1/499/0/0,6805000,70,320000,4443500,1.8,7998,Ingen,1.0
Sjølystvegen 72,1/500/0/0,8224000,70,640000,5116800,1.8,9210,Ingen,2.0
Sjølystvegen 70,1/501/0/0,6912000,70,320000,4518400,1.8,8133,Ingen,1.0
Sjølystvegen 39B,1/502/0/1,2885000,70,320000,1699500,1.8,3059,Ingen,1.0
Sjølystvegen 39A,1/502/0/2,2953000,70,320000,1747100,1.8,3144,Ingen,1.0
Sjølystvegen 39D,1/502/0/3,3021000,70,320000,1794700,1.8,3230,Ingen,1.0
Sjølystvegen 39C,1/502/0/4,3055000,70,320000,1818500,1.8,3273,Ingen,1.0
Sjølystvegen 27B,1/506/0/0,6450000,70,320000,4195000,1.8,7551,Ingen,1.0
Sjølystvegen 25A,1/507/0/1,5432000,70,320000,3482400,1.8,6268,Ingen,1.0
Sjølystvegen 25B,1/507/0/2,4413000,70,320000,2769100,1.8,4984,Ingen,1.0
Sjølystvegen 23B,1/508/0/1,4446000,70,320000,2792200,1.8,5025,Ingen,1.0
Sjølystvegen 23A,1/508/0/2,4716000,70,320000,2981200,1.8,5366,Ingen,1.0
Sjølystvegen 21B,1/509/0/1,4244000,70,320000,2650800,1.8,4771,Ingen,1.0
Sjølystvegen 21A,1/509/0/2,4838000,70,320000,3066600,1.8,5519,Ingen,1.0
Sjølystvegen 69,1/510/0/0,6001000,70,320000,3880700,1.8,6985,Ingen,1.0
Sjølystvegen 67,1/511/0/0,8125000,70,320000,5367500,1.8,9661,Ingen,1.0
Sjølystvegen 71,1/512/0/0,3994000,70,320000,2475800,1.8,4456,Ingen,1.0
Sjølystvegen 65,1/513/0/0,6912000,70,640000,4198400,1.8,7557,Ingen,2.0
Sjølystvegen 63,1/514/0/0,6283000,70,320000,4078100,1.8,7340,Ingen,1.0
Sjølystvegen 61,1/515/0/0,5800000,70,320000,3740000,1.8,6732,Ingen,1.0
Sjølystvegen 73,1/516/0/0,4067000,70,320000,2526900,1.8,4548,Ingen,1.0
Sjølystvegen 77,1/517/0/0,4960000,70,320000,3152000,1.8,5673,Ingen,1.0
Sjølystvegen 79,1/518/0/0,4835000,70,320000,3064500,1.8,5516,Ingen,1.0
Sjølystvegen 81,1/519/0/0,4016000,70,320000,2491200,1.8,4484,Ingen,1.0
Sjølystvegen 83,1/520/0/0,5084000,70,320000,3238800,1.8,5829,Ingen,1.0
Sjølystvegen 85,1/521/0/0,4067000,70,320000,2526900,1.8,4548,Ingen,1.0
Sjølystvegen 87,1/522/0/0,3844000,70,320000,2370800,1.8,4267,Ingen,1.0
Sjølystvegen 89,1/523/0/0,3939000,70,320000,2437300,1.8,4387,Ingen,1.0
Sjølystvegen 47,1/524/0/0,6642000,70,320000,4329400,1.8,7792,Ingen,1.0
Sjølystvegen 49,1/525/0/0,7099000,70,640000,4329300,1.8,7792,Ingen,2.0
Sjølystvegen 51,1/526/0/0,8298000,70,640000,5168600,1.8,9303,Ingen,2.0
Sjølystvegen 53,1/527/0/0,5857000,70,320000,3779900,1.8,6803,Ingen,1.0
Sjølystvegen 55,1/528/0/0,6001000,70,320000,3880700,1.8,6985,Ingen,1.0
Sjølystvegen 57,1/529/0/0,6778000,70,640000,4104600,1.8,7388,Ingen,2.0
Sjølystvegen 59,1/530/0/0,6450000,70,320000,4195000,1.8,7551,Ingen,1.0
Hundhammervegen 26,1/531/0/0,7892000,70,320000,5204400,1.8,9367,Ingen,1.0
Sjølystvegen 31,1/532/0/0,6084000,70,320000,3938800,1.8,7089,Ingen,1.0
Sjølystvegen 75,1/533/0/0,5506000,70,320000,3534200,1.8,6361,Ingen,1.0
Sjølystvegen 91,1/534/0/0,4483000,70,320000,2818100,1.8,5072,Ingen,1.0
Sjølystvegen 93,1/535/0/0,4866000,70,320000,3086200,1.8,5555,Ingen,1.0
Sjølystvegen 16,1/536/0/0,6420000,70,320000,4174000,1.8,7513,Ingen,1.0
Sjølystvegen 14,1/537/0/0,2695000,100,0,2695000,4.0,10780,Ingen,1.0
Sjølystvegen 27A,1/538/0/0,6115000,70,320000,3960500,1.8,7128,Ingen,1.0
Sjølystvegen 66B,1/539/0/0,3994000,70,320000,2475800,1.8,4456,Ingen,1.0
Hundhammervegen 30,1/540/0/0,0,100,0,0,1.8,0,Ingen,1.0
Hundhammervegen 32A,1/542/0/0,6588000,70,320000,4291600,1.8,7724,Ingen,1.0
Hundhammervegen 24B,1/543/0/0,0,100,0,0,1.8,0,Ingen,1.0
Johan Ellingsens Veg 20,1/544/0/0,9197000,70,640000,5797900,1.8,10436,Ingen,2.0
Sjølystvegen 24,1/545/0/0,4346000,70,320000,2722200,1.8,4899,Ingen,1.0
Sjølystvegen 12,1/547/0/0,21256000,100,0,21256000,4.0,85024,Ingen,1.0
Saxe Viks Veg 2J,1/548/0/1,4895000,70,320000,3106500,1.8,5591,Ingen,1.0
Saxe Viks Veg 2K,1/548/0/2,4376000,70,320000,2743200,1.8,4937,Ingen,1.0
Saxe Viks Veg 2L,1/548/0/3,3638000,70,320000,2226600,1.8,4007,Ingen,1.0
Saxe Viks Veg 2M,1/548/0/4,4376000,70,320000,2743200,1.8,4937,Ingen,1.0
Saxe Viks Veg 2N,1/548/0/5,4376000,70,320000,2743200,1.8,4937,Ingen,1.0
Saxe Viks Veg 2P,1/548/0/6,3939000,70,320000,2437300,1.8,4387,Ingen,1.0
Saxe Viks Veg 2R,1/548/0/7,4942000,70,320000,3139400,1.8,5650,Ingen,1.0
Saxe Viks Veg 2R,1/548/0/8,4942000,70,320000,3139400,1.8,5650,Ingen,1.0
Saxe Viks Veg 2R,1/548/0/9,4376000,70,320000,2743200,1.8,4937,Ingen,1.0
Saxe Viks Veg 2R,1/548/0/10,3638000,70,320000,2226600,1.8,4007,Ingen,1.0
Saxe Viks Veg 2R,1/548/0/11,3638000,70,320000,2226600,1.8,4007,Ingen,1.0
Saxe Viks Veg 2R,1/548/0/12,3939000,70,320000,2437300,1.8,4387,Ingen,1.0
Saxe Viks Veg 2R,1/548/0/13,4849000,70,320000,3074300,1.8,5533,Ingen,1.0
Saxe Viks Veg 2R,1/548/0/14,5015000,70,320000,3190500,1.8,5742,Ingen,1.0
Saxe Viks Veg 2R,1/548/0/15,4942000,70,320000,3139400,1.8,5650,Ingen,1.0
Saxe Viks Veg 2R,1/548/0/16,4830000,70,320000,3061000,1.8,5509,Ingen,1.0
Saxe Viks Veg 2B,1/548/0/17,4423000,70,320000,2776100,1.8,4996,Ingen,1.0
Saxe Viks Veg 2C,1/548/0/18,3288000,70,320000,1981600,1.8,3566,Ingen,1.0
Saxe Viks Veg 2D,1/548/0/19,3288000,70,320000,1981600,1.8,3566,Ingen,1.0
Saxe Viks Veg 2E,1/548/0/20,3288000,70,320000,1981600,1.8,3566,Ingen,1.0
Saxe Viks Veg 2F,1/548/0/21,3288000,70,320000,1981600,1.8,3566,Ingen,1.0
Saxe Viks Veg 2G,1/548/0/22,4942000,70,320000,3139400,1.8,5650,Ingen,1.0
Saxe Viks Veg 2A,1/548/0/23,3507000,70,320000,2134900,1.8,3842,Ingen,1.0
Saxe Viks Veg 2A,1/548/0/24,3288000,70,320000,1981600,1.8,3566,Ingen,1.0
Saxe Viks Veg 2A,1/548/0/25,2950000,70,320000,1745000,1.8,3141,Ingen,1.0
Saxe Viks Veg 2A,1/548/0/26,3288000,70,320000,1981600,1.8,3566,Ingen,1.0
Saxe Viks Veg 2A,1/548/0/27,2818000,70,320000,1652600,1.8,2974,Ingen,1.0
Saxe Viks Veg 2A,1/548/0/28,3355000,70,320000,2028500,1.8,3651,Ingen,1.0
Saxe Viks Veg 2A,1/548/0/29,4895000,70,320000,3106500,1.8,5591,Ingen,1.0
Saxe Viks Veg 2A,1/548/0/30,3288000,70,320000,1981600,1.8,3566,Ingen,1.0
Saxe Viks Veg 2A,1/548/0/31,3288000,70,320000,1981600,1.8,3566,Ingen,1.0
Saxe Viks Veg 2A,1/548/0/32,2818000,70,320000,1652600,1.8,2974,Ingen,1.0
Saxe Viks Veg 2A,1/548/0/33,3288000,70,320000,1981600,1.8,3566,Ingen,1.0
Saxe Viks Veg 2A,1/548/0/34,4070000,70,320000,2529000,1.8,4552,Ingen,1.0
Saxe Viks Veg 2H,1/548/0/35,2944000,70,320000,1740800,1.8,3133,Ingen,1.0
Saxe Viks Veg 2R,1/548/0/36,2733000,70,320000,1593100,1.8,2867,Ingen,1.0
Saxe Viks Veg 2R,1/548/0/37,2107000,70,320000,1154900,1.8,2078,Ingen,1.0
Saxe Viks Veg 2R,1/548/0/38,2861000,70,320000,1682700,1.8,3028,Ingen,1.0
Saxe Viks Veg 2R,1/548/0/39,3800000,70,320000,2340000,1.8,4212,Ingen,1.0
Saksviktrøa 1,1/549/0/0,6199000,70,320000,4019300,1.8,7234,Ingen,1.0
Saksviktrøa 3,1/550/0/0,6143000,70,320000,3980100,1.8,7164,Ingen,1.0
Saksviktrøa 5,1/551/0/0,5857000,70,320000,3779900,1.8,6803,Ingen,1.0
Saksviktrøa 7,1/552/0/0,5857000,70,320000,3779900,1.8,6803,Ingen,1.0
Saksviktrøa 9,1/553/0/0,6283000,70,320000,4078100,1.8,7340,Ingen,1.0
Saksviktrøa 11,1/554/0/0,6029000,70,320000,3900300,1.8,7020,Ingen,1.0
Saksviktrøa 13,1/555/0/0,5566000,70,320000,3576200,1.8,6437,Ingen,1.0
Saksviktrøa 15,1/556/0/0,5915000,70,320000,3820500,1.8,6876,Ingen,1.0
Saksviktrøa 17,1/557/0/0,6199000,70,320000,4019300,1.8,7234,Ingen,1.0
Saksviktrøa 19,1/558/0/0,6001000,70,320000,3880700,1.8,6985,Ingen,1.0
Saksviktrøa 21,1/559/0/0,6143000,70,320000,3980100,1.8,7164,Ingen,1.0
Saksviktrøa 6,1/560/0/0,4866000,70,320000,3086200,1.8,5555,Ingen,1.0
Saksviktrøa 8,1/561/0/0,4960000,70,320000,3152000,1.8,5673,Ingen,1.0
Saksviktrøa 10,1/562/0/0,4960000,70,320000,3152000,1.8,5673,Ingen,1.0
Saksviktrøa 12,1/563/0/0,6505000,70,320000,4233500,1.8,7620,Ingen,1.0
Saksviktrøa 14,1/564/0/0,4960000,70,320000,3152000,1.8,5673,Ingen,1.0
Saksviktrøa 16,1/565/0/0,4835000,70,320000,3064500,1.8,5516,Ingen,1.0
Saksviktrøa 18,1/566/0/0,4960000,70,320000,3152000,1.8,5673,Ingen,1.0
Saksviktrøa 20,1/567/0/0,4960000,70,320000,3152000,1.8,5673,Ingen,1.0
Saksviktrøa 22,1/568/0/0,4960000,70,320000,3152000,1.8,5673,Ingen,1.0
Saksviktrøa 24,1/569/0/0,4772000,70,320000,3020400,1.8,5436,Ingen,1.0
Saksviktrøa 26,1/570/0/0,7257000,70,320000,4759900,1.8,8567,Ingen,1.0
Saksviktrøa 28,1/571/0/0,5022000,70,320000,3195400,1.8,5751,Ingen,1.0
Saksviktrøa 30,1/572/0/0,4644000,70,320000,2930800,1.8,5275,Ingen,1.0
Saksviktrøa 32,1/573/0/0,4960000,70,320000,3152000,1.8,5673,Ingen,1.0
Saksviktrøa 34,1/574/0/0,4835000,70,320000,3064500,1.8,5516,Ingen,1.0
Åslyvegen 3,1/575/0/0,6966000,70,320000,4556200,1.8,8201,Ingen,1.0
Sjølystvegen 20A,1/576/0/1,4801000,70,320000,3040700,1.8,5473,Ingen,1.0
Sjølystvegen 20B,1/576/0/2,4915000,70,320000,3120500,1.8,5616,Ingen,1.0
Sjølystvegen 20C,1/576/0/3,4623000,70,320000,2916100,1.8,5248,Ingen,1.0
Sjølystvegen 20D,1/576/0/4,3152000,70,320000,1886400,1.8,3395,Ingen,1.0
Sjølystvegen 20E,1/576/0/5,3193000,70,320000,1915100,1.8,3447,Ingen,1.0
Sjølystvegen 20F,1/576/0/6,3464000,70,320000,2104800,1.8,3788,Ingen,1.0
Sjølystvegen 33,1/578/0/0,7439000,70,640000,4567300,1.8,8221,Ingen,2.0
Sjølystvegen 35,1/579/0/0,5695000,70,640000,3346500,1.8,6023,Ingen,2.0
Sjølystvegen 37,1/580/0/0,7231000,70,640000,4421700,1.8,7959,Ingen,2.0
