Adresse,Eiendom,Takst,Skattenivå,Bunnfradrag,Grunnlag,Promillesats,Skatt,Fritak
Nedre Stibakken 9,1/274/0/0,7 022 000,70%,200 000 4 715 400,"1,9‰",8 959,Ingen,
Nedre Stibakken 11B,1/275/0/0,3 652 000,70%,200 000 2 356 400,"1,9‰",4 477,Ingen,
Nedre Stibakken 15,1/276/0/0,5 564 000,70%,200 000 3 694 800,"1,9‰",7 020,Ingen,
Sakslundvegen 18,1/277/0/0,4 768 000,70%,200 000 3 137 600,"1,9‰",5 961,Ingen,
Nedre Stibakken 13,1/278/0/0,5 673 000,70%,200 000 3 771 100,"1,9‰",7 165,Ingen,
Sakslundvegen 14,1/282/0/0,5 001 000,70%,200 000 3 300 700,"1,9‰",6 271,Ingen,
Jervstien 6,1/286/0/0,5 070 000,70%,200 000 3 349 000,"1,9‰",6 363,Ingen,
Sakslundvegen 16,1/287/0/0,4 955 000,70%,200 000 3 268 500,"1,9‰",6 210,Ingen,
0,1/288/0/0,228 000,100%,0 228 000,"1,9‰",433,Ingen,
Jervstien 1,1/289/0/0,7 003 000,70%,400 000 4 502 100,"1,9‰",8 553,Ingen,
Kongestien 2,1/291/0/0,4 673 000,70%,200 000 3 071 100,"1,9‰",5 835,Ingen,
Nedre Stibakken 11A,1/296/0/0,3 593 000,70%,200 000 2 315 100,"1,9‰",4 398,Ingen,
Olav Magnussons Veg 50,1/298/0/0,5 975 000,70%,400 000 3 782 500,"1,9‰",7 186,Ingen,
Lassvebergvegen 13B,1/299/0/0,5 673 000,70%,200 000 3 771 100,"1,9‰",7 165,Ingen,
Sakslundvegen 2,1/300/0/0,6 208 000,70%,400 000 3 945 600,"1,9‰",7 496,Ingen,
Sakslundvegen 4,1/301/0/0,6 923 000,70%,400 000 4 446 100,"1,9‰",8 447,Ingen,
Sakslundvegen 12,1/302/0/0,6 018 000,70%,200 000 4 012 600,"1,9‰",7 623,Ingen,
Sakslundvegen 10,1/303/0/0,5 070 000,70%,200 000 3 349 000,"1,9‰",6 363,Ingen,
Sakslundvegen 8,1/304/0/0,5 229 000,70%,200 000 3 460 300,"1,9‰",6 574,Ingen,
Olav Magnussons Veg 38B,1/307/0/0,3 181 000,70%,200 000 2 026 700,"1,9‰",3 850,Ingen,
Saxe Viks Veg 62,1/309/0/0,584 000,70%,200 000 208 800,"1,9‰",396,Ingen,
Hundhammervegen 24,1/310/0/0,3 619 000,70%,200 000 2 333 300,"1,9‰",4 433,Ingen,
Hundhammervegen 15,1/311/0/0,3 984 000,70%,200 000 2 588 800,"1,9‰",4 918,Ingen,
Kongestien 6,1/312/0/0,6 102 000,70%,200 000 4 071 400,"1,9‰",7 735,Ingen,
Sakslundvegen 30,1/315/0/0,7 992 000,70%,200 000 5 394 400,"1,9‰",10 249,Ingen,
Saxe Viks Veg 66,1/316/0/0,536 000,70%,200 000 175 200,"1,9‰",332,Ingen,
Grim Saxeviks Veg 2,1/317/0/0,3 837 000,70%,200 000 2 485 900,"1,9‰",4 723,Ingen,
Grim Saxeviks Veg 4,1/318/0/0,3 472 000,70%,200 000 2 230 400,"1,9‰",4 237,Ingen,
Grim Saxeviks Veg 6,1/319/0/0,3 472 000,70%,200 000 2 230 400,"1,9‰",4 237,Ingen,
Grim Saxeviks Veg 8,1/320/0/0,3 724 000,70%,200 000 2 406 800,"1,9‰",4 572,Ingen,
Grim Saxeviks Veg 10,1/321/0/0,3 548 000,70%,200 000 2 283 600,"1,9‰",4 338,Ingen,
Grim Saxeviks Veg 12,1/322/0/0,3 425 000,70%,200 000 2 197 500,"1,9‰",4 175,Ingen,
Grim Saxeviks Veg 14,1/323/0/0,3 837 000,70%,200 000 2 485 900,"1,9‰",4 723,Ingen,
Grim Saxeviks Veg 16,1/324/0/0,3 681 000,70%,200 000 2 376 700,"1,9‰",4 515,Ingen,
Grim Saxeviks Veg 18,1/325/0/0,3 181 000,70%,200 000 2 026 700,"1,9‰",3 850,Ingen,
Grim Saxeviks Veg 20,1/326/0/0,3 767 000,70%,200 000 2 436 900,"1,9‰",4 630,Ingen,
Grim Saxeviks Veg 22,1/327/0/0,3 932 000,70%,200 000 2 552 400,"1,9‰",4 849,Ingen,
Grim Saxeviks Veg 24,1/328/0/0,3 738 000,70%,200 000 2 416 600,"1,9‰",4 591,Ingen,
Grim Saxeviks Veg 26,1/329/0/0,3 681 000,70%,200 000 2 376 700,"1,9‰",4 515,Ingen,
Grim Saxeviks Veg 28,1/330/0/0,3 681 000,70%,200 000 2 376 700,"1,9‰",4 515,Ingen,
Grim Saxeviks Veg 30,1/331/0/0,3 681 000,70%,200 000 2 376 700,"1,9‰",4 515,Ingen,
Grim Saxeviks Veg 32,1/332/0/0,3 905 000,70%,200 000 2 533 500,"1,9‰",4 813,Ingen,
Grim Saxeviks Veg 34,1/333/0/0,3 563 000,70%,200 000 2 294 100,"1,9‰",4 358,Ingen,
Grim Saxeviks Veg 36,1/334/0/0,3 281 000,70%,200 000 2 096 700,"1,9‰",3 983,Ingen,
Grim Saxeviks Veg 38,1/335/0/0,3 666 000,70%,200 000 2 366 200,"1,9‰",4 495,Ingen,
Grim Saxeviks Veg 40,1/336/0/0,3 608 000,70%,200 000 2 325 600,"1,9‰",4 418,Ingen,
Grim Saxeviks Veg 42,1/337/0/0,3 330 000,70%,200 000 2 131 000,"1,9‰",4 048,Ingen,
Jamthaugvegen 1,1/338/0/0,3 578 000,70%,200 000 2 304 600,"1,9‰",4 378,Ingen,
Jamthaugvegen 3,1/339/0/0,4 065 000,70%,200 000 2 645 500,"1,9‰",5 026,Ingen,
Jamthaugvegen 5,1/340/0/0,3 695 000,70%,200 000 2 386 500,"1,9‰",4 534,Ingen,
Jamthaugvegen 7,1/341/0/0,4 052 000,70%,200 000 2 636 400,"1,9‰",5 009,Ingen,
Jamthaugvegen 9,1/342/0/0,3 695 000,70%,200 000 2 386 500,"1,9‰",4 534,Ingen,
Jamthaugvegen 11,1/343/0/0,3 578 000,70%,200 000 2 304 600,"1,9‰",4 378,Ingen,
Jamthaugvegen 13,1/344/0/0,3 809 000,70%,200 000 2 466 300,"1,9‰",4 685,Ingen,
Jamthaugvegen 15,1/345/0/0,3 738 000,70%,200 000 2 416 600,"1,9‰",4 591,Ingen,
Jamthaugvegen 17,1/346/0/0,3 724 000,70%,200 000 2 406 800,"1,9‰",4 572,Ingen,
Jamthaugvegen 19,1/347/0/0,3 593 000,70%,200 000 2 315 100,"1,9‰",4 398,Ingen,
Jamthaugvegen 21,1/348/0/0,3 809 000,70%,200 000 2 466 300,"1,9‰",4 685,Ingen,
Jamthaugvegen 23,1/349/0/0,3 864 000,70%,200 000 2 504 800,"1,9‰",4 759,Ingen,
Jamthaugvegen 25,1/350/0/0,3 593 000,70%,200 000 2 315 100,"1,9‰",4 398,Ingen,
Jamthaugvegen 27,1/351/0/0,3 724 000,70%,200 000 2 406 800,"1,9‰",4 572,Ingen,
Jamthaugvegen 29,1/352/0/0,3 652 000,70%,200 000 2 356 400,"1,9‰",4 477,Ingen,
Jamthaugvegen 31,1/353/0/0,4 335 000,70%,200 000 2 834 500,"1,9‰",5 385,Ingen,
Jamthaugvegen 33,1/354/0/0,3 652 000,70%,200 000 2 356 400,"1,9‰",4 477,Ingen,
Jamthaugvegen 35,1/355/0/0,3 809 000,70%,200 000 2 466 300,"1,9‰",4 685,Ingen,
Jamthaugvegen 37,1/356/0/0,3 652 000,70%,200 000 2 356 400,"1,9‰",4 477,Ingen,
Jamthaugvegen 39,1/357/0/0,3 710 000,70%,200 000 2 397 000,"1,9‰",4 554,Ingen,
Jamthaugvegen 41,1/358/0/0,3 652 000,70%,200 000 2 356 400,"1,9‰",4 477,Ingen,
Jamthaugvegen 43,1/359/0/0,3 518 000,70%,200 000 2 262 600,"1,9‰",4 298,Ingen,
Jamthaugvegen 45,1/360/0/0,3 652 000,70%,200 000 2 356 400,"1,9‰",4 477,Ingen,
Jamthaugvegen 2,1/361/0/0,3 472 000,70%,200 000 2 230 400,"1,9‰",4 237,Ingen,
Jamthaugvegen 4,1/362/0/0,3 487 000,70%,200 000 2 240 900,"1,9‰",4 257,Ingen,
Jamthaugvegen 6,1/363/0/0,3 695 000,70%,200 000 2 386 500,"1,9‰",4 534,Ingen,
Jamthaugvegen 8,1/364/0/0,3 502 000,70%,200 000 2 251 400,"1,9‰",4 277,Ingen,
Jamthaugvegen 10,1/365/0/0,4 026 000,70%,200 000 2 618 200,"1,9‰",4 974,Ingen,
Jamthaugvegen 12,1/366/0/0,3 281 000,70%,200 000 2 096 700,"1,9‰",3 983,Ingen,
Jamthaugvegen 14,1/367/0/0,3 652 000,70%,200 000 2 356 400,"1,9‰",4 477,Ingen,
Jamthaugvegen 16,1/368/0/0,3 637 000,70%,200 000 2 345 900,"1,9‰",4 457,Ingen,
Jamthaugvegen 18,1/369/0/0,4 065 000,70%,200 000 2 645 500,"1,9‰",5 026,Ingen,
Jamthaugvegen 20,1/370/0/0,3 533 000,70%,200 000 2 273 100,"1,9‰",4 318,Ingen,
Jamthaugvegen 22,1/371/0/0,3 695 000,70%,200 000 2 386 500,"1,9‰",4 534,Ingen,
Jamthaugvegen 24,1/372/0/0,3 487 000,70%,200 000 2 240 900,"1,9‰",4 257,Ingen,
Jamthaugvegen 26,1/373/0/0,3 472 000,70%,200 000 2 230 400,"1,9‰",4 237,Ingen,
Jamthaugvegen 28,1/374/0/0,3 578 000,70%,200 000 2 304 600,"1,9‰",4 378,Ingen,
Jamthaugvegen 30,1/375/0/0,3 502 000,70%,200 000 2 251 400,"1,9‰",4 277,Ingen,
Jamthaugvegen 32,1/376/0/0,3 652 000,70%,200 000 2 356 400,"1,9‰",4 477,Ingen,
Jamthaugvegen 34,1/377/0/0,3 487 000,70%,200 000 2 240 900,"1,9‰",4 257,Ingen,
Jamthaugvegen 36,1/378/0/0,3 563 000,70%,200 000 2 294 100,"1,9‰",4 358,Ingen,
Jamthaugvegen 38,1/379/0/0,3 378 000,70%,200 000 2 164 600,"1,9‰",4 112,Ingen,
Jamthaugvegen 40,1/380/0/0,3 164 000,70%,200 000 2 014 800,"1,9‰",3 828,Ingen,
Jamthaugvegen 42,1/381/0/0,3 502 000,70%,200 000 2 251 400,"1,9‰",4 277,Ingen,
Jamthaugvegen 44,1/382/0/0,3 425 000,70%,200 000 2 197 500,"1,9‰",4 175,Ingen,
Jamthaugvegen 46,1/383/0/0,3 578 000,70%,200 000 2 304 600,"1,9‰",4 378,Ingen,
Jamthaugvegen 48,1/384/0/0,3 441 000,70%,200 000 2 208 700,"1,9‰",4 196,Ingen,
Jamthaugvegen 50,1/385/0/0,3 441 000,70%,200 000 2 208 700,"1,9‰",4 196,Ingen,
Jamthaugvegen 52,1/386/0/0,3 578 000,70%,200 000 2 304 600,"1,9‰",4 378,Ingen,
Jamthaugvegen 54,1/387/0/0,3 710 000,70%,200 000 2 397 000,"1,9‰",4 554,Ingen,
Jamthaugvegen 56,1/388/0/0,3 487 000,70%,200 000 2 240 900,"1,9‰",4 257,Ingen,
Jamthaugvegen 58,1/389/0/0,3 795 000,70%,200 000 2 456 500,"1,9‰",4 667,Ingen,
Jamthaugvegen 60,1/390/0/0,3 487 000,70%,200 000 2 240 900,"1,9‰",4 257,Ingen,
Jamthaugvegen 62,1/391/0/0,4 270 000,70%,200 000 2 789 000,"1,9‰",5 299,Ingen,
Jamthaugvegen 64,1/392/0/0,3 487 000,70%,200 000 2 240 900,"1,9‰",4 257,Ingen,
Jamthaugvegen 66,1/393/0/0,3 533 000,70%,200 000 2 273 100,"1,9‰",4 318,Ingen,
Jamthaugvegen 68,1/394/0/0,3 487 000,70%,200 000 2 240 900,"1,9‰",4 257,Ingen,
Jamthaugvegen 70,1/395/0/0,3 593 000,70%,200 000 2 315 100,"1,9‰",4 398,Ingen,
Jamthaugvegen 72,1/396/0/0,3 487 000,70%,200 000 2 240 900,"1,9‰",4 257,Ingen,
Jamthaugvegen 74,1/397/0/0,3 767 000,70%,200 000 2 436 900,"1,9‰",4 630,Ingen,
Jamthaugvegen 76,1/398/0/0,3 502 000,70%,200 000 2 251 400,"1,9‰",4 277,Ingen,
Jamthaugvegen 78,1/399/0/0,3 487 000,70%,200 000 2 240 900,"1,9‰",4 257,Ingen,
Jamthaugvegen 80,1/400/0/0,3 652 000,70%,200 000 2 356 400,"1,9‰",4 477,Ingen,
Jamthaugvegen 82,1/401/0/0,3 548 000,70%,200 000 2 283 600,"1,9‰",4 338,Ingen,
Jamthaugvegen 84,1/402/0/0,3 487 000,70%,200 000 2 240 900,"1,9‰",4 257,Ingen,
Jamthaugvegen 86,1/403/0/0,3 837 000,70%,200 000 2 485 900,"1,9‰",4 723,Ingen,
Jamthaugvegen 88,1/404/0/0,3 456 000,70%,200 000 2 219 200,"1,9‰",4 216,Ingen,
Jamthaugvegen 90,1/405/0/0,3 767 000,70%,200 000 2 436 900,"1,9‰",4 630,Ingen,
Jamthaugvegen 92,1/406/0/0,3 394 000,70%,200 000 2 175 800,"1,9‰",4 134,Ingen,
Hundhammervegen 13A,1/407/0/1,4 580 000,70%,200 000 3 006 000,"1,9‰",5 711,Ingen,
Hundhammervegen 13B,1/407/0/2,4 099 000,70%,200 000 2 669 300,"1,9‰",5 071,Ingen,
Armfeldts Veg 8,1/410/0/0,6 742 000,70%,200 000 4 519 400,"1,9‰",8 586,Ingen,
Åslyvegen 1,1/413/0/0,4 649 000,70%,200 000 3 054 300,"1,9‰",5 803,Ingen,
Åslyvegen 2,1/414/0/0,4 448 000,70%,200 000 2 913 600,"1,9‰",5 535,Ingen,
Åslyvegen 4,1/415/0/0,4 155 000,70%,200 000 2 708 500,"1,9‰",5 146,Ingen,
Lassvebergvegen 6,1/416/0/0,5 695 000,70%,200 000 3 786 500,"1,9‰",7 194,Ingen,
Olav Magnussons Veg 32B,1/426/0/0,4 908 000,70%,200 000 3 235 600,"1,9‰",6 147,Ingen,
Saksviklia 73,1/427/0/0,5 387 000,70%,200 000 3 570 900,"1,9‰",6 784,Ingen,
Saksviklia 77,1/428/0/0,6 354 000,70%,200 000 4 247 800,"1,9‰",8 070,Ingen,
Saksviklia 75,1/429/0/0,5 760 000,70%,200 000 3 832 000,"1,9‰",7 280,Ingen,
Saksviklia 71,1/430/0/0,5 387 000,70%,200 000 3 570 900,"1,9‰",6 784,Ingen,
Lassvebergvegen 23,1/431/0/0,5 739 000,70%,200 000 3 817 300,"1,9‰",7 252,Ingen,
Jamthaugvegen 94B,1/440/0/0,4 286 000,70%,200 000 2 800 200,"1,9‰",5 320,Ingen,
Nordlistien 4,1/442/0/0,5 630 000,70%,200 000 3 741 000,"1,9‰",7 107,Ingen,
Sakslundvegen 23,1/452/0/0,6 471 000,70%,200 000 4 329 700,"1,9‰",8 226,Ingen,
Olav Magnussons Veg 57B,1/453/0/0,4 026 000,70%,200 000 2 618 200,"1,9‰",4 974,Ingen,
Magnus Barfots Veg 28C,1/454/0/0,6 187 000,70%,200 000 4 130 900,"1,9‰",7 848,Ingen,
Olav Magnussons Veg 23B,1/456/0/0,6 419 000,70%,200 000 4 293 300,"1,9‰",8 157,Ingen,
Åslyvegen 6,1/459/0/0,6 019 000,70%,200 000 4 013 300,"1,9‰",7 625,Ingen,
Åslyvegen 8,1/460/0/0,6 910 000,70%,200 000 4 637 000,"1,9‰",8 810,Ingen,
Åslyvegen 10,1/461/0/0,7 631 000,70%,200 000 5 141 700,"1,9‰",9 769,Ingen,
Sakslundvegen 27,1/463/0/0,5 718 000,70%,200 000 3 802 600,"1,9‰",7 224,Ingen,
Ole Hoels Veg 2A,1/464/0/0,5 268 000,70%,200 000 3 487 600,"1,9‰",6 626,Ingen,
Sakslundvegen 36,1/465/0/0,4 977 000,70%,400 000 3 083 900,"1,9‰",5 859,Ingen,
Sjølystvegen 66A,1/467/0/0,3 976 000,70%,200 000 2 583 200,"1,9‰",4 908,Ingen,
Sjølystvegen 64,1/468/0/0,5 635 000,70%,200 000 3 744 500,"1,9‰",7 114,Ingen,
Sjølystvegen 62,1/469/0/0,5 938 000,70%,200 000 3 956 600,"1,9‰",7 517,Ingen,
Sjølystvegen 60,1/470/0/0,5 353 000,70%,200 000 3 547 100,"1,9‰",6 739,Ingen,
Sjølystvegen 58,1/471/0/0,7 011 000,70%,200 000 4 707 700,"1,9‰",8 944,Ingen,
Sjølystvegen 50,1/472/0/0,7 704 000,70%,200 000 5 192 800,"1,9‰",9 866,Ingen,
Sjølystvegen 54,1/473/0/0,6 602 000,70%,200 000 4 421 400,"1,9‰",8 400,Ingen,
Sjølystvegen 56,1/474/0/0,6 181 000,70%,200 000 4 126 700,"1,9‰",7 840,Ingen,
Sjølystvegen 48,1/475/0/0,5 992 000,70%,200 000 3 994 400,"1,9‰",7 589,Ingen,
Sjølystvegen 68,1/476/0/0,6 393 000,70%,200 000 4 275 100,"1,9‰",8 122,Ingen,
Sjølystvegen 74,1/477/0/0,4 292 000,70%,200 000 2 804 400,"1,9‰",5 328,Ingen,
Sjølystvegen 76,1/478/0/0,4 464 000,70%,200 000 2 924 800,"1,9‰",5 557,Ingen,
Sjølystvegen 78,1/479/0/0,4 146 000,70%,200 000 2 702 200,"1,9‰",5 134,Ingen,
Sjølystvegen 80,1/480/0/0,4 746 000,70%,200 000 3 122 200,"1,9‰",5 932,Ingen,
Sjølystvegen 82,1/481/0/0,4 324 000,70%,200 000 2 826 800,"1,9‰",5 370,Ingen,
Sjølystvegen 84,1/482/0/0,3 553 000,70%,200 000 2 287 100,"1,9‰",4 345,Ingen,
Sjølystvegen 86,1/483/0/0,4 372 000,70%,200 000 2 860 400,"1,9‰",5 434,Ingen,
Sjølystvegen 88,1/484/0/0,4 045 000,70%,200 000 2 631 500,"1,9‰",4 999,Ingen,
Sjølystvegen 90,1/485/0/0,3 817 000,70%,200 000 2 471 900,"1,9‰",4 696,Ingen,
Sjølystvegen 92,1/486/0/0,4 859 000,70%,200 000 3 201 300,"1,9‰",6 082,Ingen,
Sjølystvegen 94,1/487/0/0,4 570 000,70%,200 000 2 999 000,"1,9‰",5 698,Ingen,
Sjølystvegen 26,1/488/0/0,4 011 000,70%,200 000 2 607 700,"1,9‰",4 954,Ingen,
Sjølystvegen 28,1/489/0/0,4 096 000,70%,200 000 2 667 200,"1,9‰",5 067,Ingen,
Sjølystvegen 30,1/490/0/0,4 146 000,70%,200 000 2 702 200,"1,9‰",5 134,Ingen,
Sjølystvegen 32,1/491/0/0,4 292 000,70%,200 000 2 804 400,"1,9‰",5 328,Ingen,
Sjølystvegen 34,1/492/0/0,4 659 000,70%,200 000 3 061 300,"1,9‰",5 816,Ingen,
Sjølystvegen 36,1/493/0/0,4 615 000,70%,200 000 3 030 500,"1,9‰",5 757,Ingen,
Sjølystvegen 38,1/494/0/0,4 495 000,70%,200 000 2 946 500,"1,9‰",5 598,Ingen,
Sjølystvegen 40,1/495/0/0,5 221 000,70%,200 000 3 454 700,"1,9‰",6 563,Ingen,
Sjølystvegen 42,1/496/0/0,7 187 000,70%,400 000 4 630 900,"1,9‰",8 798,Ingen,
Sjølystvegen 44,1/497/0/0,6 181 000,70%,400 000 3 926 700,"1,9‰",7 460,Ingen,
Sjølystvegen 46,1/498/0/0,4 372 000,70%,200 000 2 860 400,"1,9‰",5 434,Ingen,
Sjølystvegen 52,1/499/0/0,6 550 000,70%,200 000 4 385 000,"1,9‰",8 331,Ingen,
Sjølystvegen 72,1/500/0/0,7 921 000,70%,400 000 5 144 700,"1,9‰",9 774,Ingen,
Sjølystvegen 70,1/501/0/0,6 679 000,70%,200 000 4 475 300,"1,9‰",8 503,Ingen,
Sjølystvegen 39B,1/502/0/1,2 802 000,70%,200 000 1 761 400,"1,9‰",3 346,Ingen,
Sjølystvegen 39A,1/502/0/2,2 868 000,70%,200 000 1 807 600,"1,9‰",3 434,Ingen,
Sjølystvegen 39D,1/502/0/3,2 934 000,70%,200 000 1 853 800,"1,9‰",3 522,Ingen,
Sjølystvegen 39C,1/502/0/4,2 967 000,70%,200 000 1 876 900,"1,9‰",3 566,Ingen,
Sjølystvegen 27B,1/506/0/0,6 207 000,70%,200 000 4 144 900,"1,9‰",7 875,Ingen,
Sjølystvegen 25A,1/507/0/1,5 285 000,70%,200 000 3 499 500,"1,9‰",6 649,Ingen,
Sjølystvegen 25B,1/507/0/2,4 308 000,70%,200 000 2 815 600,"1,9‰",5 349,Ingen,
Sjølystvegen 23B,1/508/0/1,4 340 000,70%,200 000 2 838 000,"1,9‰",5 392,Ingen,
Sjølystvegen 23A,1/508/0/2,4 600 000,70%,200 000 3 020 000,"1,9‰",5 738,Ingen,
Sjølystvegen 21B,1/509/0/1,4 146 000,70%,200 000 2 702 200,"1,9‰",5 134,Ingen,
Sjølystvegen 21A,1/509/0/2,4 717 000,70%,200 000 3 101 900,"1,9‰",5 893,Ingen,
Sjølystvegen 69,1/510/0/0,5 774 000,70%,200 000 3 841 800,"1,9‰",7 299,Ingen,
Sjølystvegen 67,1/511/0/0,7 825 000,70%,200 000 5 277 500,"1,9‰",10 027,Ingen,
Sjølystvegen 71,1/512/0/0,3 906 000,70%,200 000 2 534 200,"1,9‰",4 814,Ingen,
Sjølystvegen 65,1/513/0/0,6 654 000,70%,400 000 4 257 800,"1,9‰",8 089,Ingen,
Sjølystvegen 63,1/514/0/0,6 046 000,70%,200 000 4 032 200,"1,9‰",7 661,Ingen,
Sjølystvegen 61,1/515/0/0,5 579 000,70%,200 000 3 705 300,"1,9‰",7 040,Ingen,
Sjølystvegen 73,1/516/0/0,3 976 000,70%,200 000 2 583 200,"1,9‰",4 908,Ingen,
Sjølystvegen 77,1/517/0/0,4 769 000,70%,200 000 3 138 300,"1,9‰",5 962,Ingen,
Sjølystvegen 79,1/518/0/0,4 648 000,70%,200 000 3 053 600,"1,9‰",5 801,Ingen,
Sjølystvegen 81,1/519/0/0,3 859 000,70%,200 000 2 501 300,"1,9‰",4 752,Ingen,
Sjølystvegen 83,1/520/0/0,4 888 000,70%,200 000 3 221 600,"1,9‰",6 121,Ingen,
Sjølystvegen 85,1/521/0/0,3 976 000,70%,200 000 2 583 200,"1,9‰",4 908,Ingen,
Sjølystvegen 87,1/522/0/0,3 762 000,70%,200 000 2 433 400,"1,9‰",4 623,Ingen,
Sjølystvegen 89,1/523/0/0,3 853 000,70%,200 000 2 497 100,"1,9‰",4 744,Ingen,
Sjølystvegen 47,1/524/0/0,6 393 000,70%,200 000 4 275 100,"1,9‰",8 122,Ingen,
Sjølystvegen 49,1/525/0/0,6 834 000,70%,400 000 4 383 800,"1,9‰",8 329,Ingen,
Sjølystvegen 51,1/526/0/0,7 992 000,70%,400 000 5 194 400,"1,9‰",9 869,Ingen,
Sjølystvegen 53,1/527/0/0,5 635 000,70%,200 000 3 744 500,"1,9‰",7 114,Ingen,
Sjølystvegen 55,1/528/0/0,5 774 000,70%,200 000 3 841 800,"1,9‰",7 299,Ingen,
Sjølystvegen 57,1/529/0/0,6 524 000,70%,400 000 4 166 800,"1,9‰",7 916,Ingen,
Sjølystvegen 59,1/530/0/0,6 207 000,70%,200 000 4 144 900,"1,9‰",7 875,Ingen,
Hundhammervegen 26,1/531/0/0,7 702 000,70%,200 000 5 191 400,"1,9‰",9 863,Ingen,
Sjølystvegen 31,1/532/0/0,5 933 000,70%,200 000 3 953 100,"1,9‰",7 510,Ingen,
Sjølystvegen 75,1/533/0/0,5 296 000,70%,200 000 3 507 200,"1,9‰",6 663,Ingen,
Sjølystvegen 91,1/534/0/0,4 309 000,70%,200 000 2 816 300,"1,9‰",5 350,Ingen,
Sjølystvegen 93,1/535/0/0,4 679 000,70%,200 000 3 075 300,"1,9‰",5 843,Ingen,
Sjølystvegen 16,1/536/0/0,6 179 000,70%,200 000 4 125 300,"1,9‰",7 838,Ingen,
Sjølystvegen 14,1/537/0/0,2 695 000,100%,0 2 695 000,4‰,10 780,Ingen,
Sjølystvegen 27A,1/538/0/0,5 883 000,70%,200 000 3 918 100,"1,9‰",7 444,Ingen,
Sjølystvegen 66B,1/539/0/0,3 906 000,70%,200 000 2 534 200,"1,9‰",4 814,Ingen,
Hundhammervegen 32A,1/542/0/0,6 340 000,70%,200 000 4 238 000,"1,9‰",8 052,Ingen,
Johan Ellingsens Veg 20,1/544/0/0,4 765 000,70%,400 000 2 935 500,"1,9‰",5 577,Ingen,
Sjølystvegen 24,1/545/0/0,4 244 000,70%,200 000 2 770 800,"1,9‰",5 264,Ingen,
Sjølystvegen 12,1/547/0/0,21 256 000,100%,0 21 256 000,4‰,85 024,Ingen,
Saxe Viks Veg 2J,1/548/0/1,4 738 000,70%,200 000 3 116 600,"1,9‰",5 921,Ingen,
Saxe Viks Veg 2K,1/548/0/2,4 237 000,70%,200 000 2 765 900,"1,9‰",5 255,Ingen,
Saxe Viks Veg 2L,1/548/0/3,3 558 000,70%,200 000 2 290 600,"1,9‰",4 352,Ingen,
Saxe Viks Veg 2M,1/548/0/4,4 237 000,70%,200 000 2 765 900,"1,9‰",5 255,Ingen,
Saxe Viks Veg 2N,1/548/0/5,4 237 000,70%,200 000 2 765 900,"1,9‰",5 255,Ingen,
Saxe Viks Veg 2P,1/548/0/6,3 817 000,70%,200 000 2 471 900,"1,9‰",4 696,Ingen,
Saxe Viks Veg 2R,1/548/0/7,4 782 000,70%,200 000 3 147 400,"1,9‰",5 980,Ingen,
Saxe Viks Veg 2R,1/548/0/8,4 782 000,70%,200 000 3 147 400,"1,9‰",5 980,Ingen,
Saxe Viks Veg 2R,1/548/0/9,4 237 000,70%,200 000 2 765 900,"1,9‰",5 255,Ingen,
Saxe Viks Veg 2R,1/548/0/10,3 558 000,70%,200 000 2 290 600,"1,9‰",4 352,Ingen,
Saxe Viks Veg 2R,1/548/0/11,4 237 000,70%,200 000 2 765 900,"1,9‰",5 255,Ingen,
Saxe Viks Veg 2R,1/548/0/12,3 817 000,70%,200 000 2 471 900,"1,9‰",4 696,Ingen,
Saxe Viks Veg 2R,1/548/0/13,4 693 000,70%,200 000 3 085 100,"1,9‰",5 861,Ingen,
Saxe Viks Veg 2R,1/548/0/14,4 896 000,70%,200 000 3 227 200,"1,9‰",6 131,Ingen,
Saxe Viks Veg 2R,1/548/0/15,4 782 000,70%,200 000 3 147 400,"1,9‰",5 980,Ingen,
Saxe Viks Veg 2R,1/548/0/16,4 716 000,70%,200 000 3 101 200,"1,9‰",5 892,Ingen,
Saxe Viks Veg 2B,1/548/0/17,4 283 000,70%,200 000 2 798 100,"1,9‰",5 316,Ingen,
Saxe Viks Veg 2C,1/548/0/18,3 189 000,70%,200 000 2 032 300,"1,9‰",3 861,Ingen,
Saxe Viks Veg 2D,1/548/0/19,3 189 000,70%,200 000 2 032 300,"1,9‰",3 861,Ingen,
Saxe Viks Veg 2E,1/548/0/20,3 189 000,70%,200 000 2 032 300,"1,9‰",3 861,Ingen,
Saxe Viks Veg 2F,1/548/0/21,3 189 000,70%,200 000 2 032 300,"1,9‰",3 861,Ingen,
Saxe Viks Veg 2G,1/548/0/22,4 782 000,70%,200 000 3 147 400,"1,9‰",5 980,Ingen,
Saxe Viks Veg 2A,1/548/0/23,3 396 000,70%,200 000 2 177 200,"1,9‰",4 136,Ingen,
Saxe Viks Veg 2A,1/548/0/24,3 189 000,70%,200 000 2 032 300,"1,9‰",3 861,Ingen,
Saxe Viks Veg 2A,1/548/0/25,3 040 000,70%,200 000 1 928 000,"1,9‰",3 663,Ingen,
Saxe Viks Veg 2A,1/548/0/26,3 189 000,70%,200 000 2 032 300,"1,9‰",3 861,Ingen,
Saxe Viks Veg 2A,1/548/0/27,3 288 000,70%,200 000 2 101 600,"1,9‰",3 993,Ingen,
Saxe Viks Veg 2A,1/548/0/28,3 905 000,70%,200 000 2 533 500,"1,9‰",4 813,Ingen,
