Adresse,Eiendom,Takst,Skattenivå,Bunnfradrag,Grunnlag,Promillesats,Skatt,Fritak
Steinaldervegen 12,54/45/0/0,4 127 000,70%,200 000 2 688 900,"1,9‰",5 108,Ingen,
Holmenkollvegen 20,54/46/0/1,3 403 000,70%,200 000 2 182 100,"1,9‰",4 145,Ingen,
Holmenkollvegen 20,54/46/0/2,2 933 000,70%,200 000 1 853 100,"1,9‰",3 520,Ingen,
Holmenkollvegen 22B,54/47/0/0,3 725 000,70%,200 000 2 407 500,"1,9‰",4 574,Ingen,
Holmenkollvegen 26,54/48/0/0,5 717 000,70%,400 000 3 601 900,"1,9‰",6 843,Ingen,
Øvre Solbakken 8,54/50/0/0,4 457 000,70%,200 000 2 919 900,"1,9‰",5 547,Ingen,
Holmenkollvegen 25,54/51/0/0,5 673 000,70%,200 000 3 771 100,"1,9‰",7 165,Ingen,
Holmenkollvegen 23,54/52/0/0,6 722 000,70%,200 000 4 505 400,"1,9‰",8 560,Ingen,
Holmenkollvegen 27,54/53/0/0,5 139 000,70%,200 000 3 397 300,"1,9‰",6 454,Ingen,
Øvre Solbakken 14,54/54/0/0,4 530 000,70%,200 000 2 971 000,"1,9‰",5 644,Ingen,
Holmenkollvegen 1A,54/55/0/0,3 933 000,70%,200 000 2 553 100,"1,9‰",4 850,Ingen,
Holmenkollvegen 24,54/56/0/0,5 229 000,70%,400 000 3 260 300,"1,9‰",6 194,Ingen,
Holmenkollvegen 3,54/59/0/0,3 778 000,70%,200 000 2 444 600,"1,9‰",4 644,Ingen,
Steinaldervegen 18A,54/62/0/0,4 530 000,70%,200 000 2 971 000,"1,9‰",5 644,Ingen,
Steinaldervegen 9,54/63/0/0,4 602 000,70%,200 000 3 021 400,"1,9‰",5 740,Ingen,
Steinaldervegen 13,54/65/0/0,3 699 000,70%,200 000 2 389 300,"1,9‰",4 539,Ingen,
Nygårdsvegen 2,54/66/0/0,5 275 000,70%,200 000 3 492 500,"1,9‰",6 635,Ingen,
Sveianvegen 8,54/67/0/0,5 342 000,70%,200 000 3 539 400,"1,9‰",6 724,Ingen,
Sveianvegen 12,54/68/0/0,5 070 000,70%,200 000 3 349 000,"1,9‰",6 363,Ingen,
Holmenkollvegen 11,54/69/0/0,4 086 000,70%,200 000 2 660 200,"1,9‰",5 054,Ingen,
Holmenkollvegen 34A,54/70/0/1,3 314 000,70%,200 000 2 119 800,"1,9‰",4 027,Ingen,
Holmenkollvegen 34B,54/70/0/2,3 959 000,70%,200 000 2 571 300,"1,9‰",4 885,Ingen,
Holmenkollvegen 32,54/71/0/0,4 086 000,70%,200 000 2 660 200,"1,9‰",5 054,Ingen,
Smebergvegen 9,54/74/0/0,8 568 000,70%,200 000 5 797 600,"1,9‰",11 015,Ingen,
Holmenkollvegen 17,54/77/0/0,5 229 000,70%,400 000 3 260 300,"1,9‰",6 194,Ingen,
Steinaldervegen 2,54/78/0/0,4 136 000,70%,200 000 2 695 200,"1,9‰",5 120,Ingen,
Nygårdsvegen 6,54/79/0/0,4 744 000,70%,200 000 3 120 800,"1,9‰",5 929,Ingen,
Øvre Solbakken 6A,54/80/0/0,4 286 000,70%,200 000 2 800 200,"1,9‰",5 320,Ingen,
Holmenkollvegen 6,54/81/0/0,5 139 000,70%,200 000 3 397 300,"1,9‰",6 454,Ingen,
Malvikvegen 1490,54/82/0/0,5 847 000,70%,200 000 3 892 900,"1,9‰",7 396,Ingen,
Nygårdsvegen 8,54/83/0/0,3 512 000,70%,200 000 2 258 400,"1,9‰",4 290,Ingen,
Holmenkollvegen 30,54/84/0/0,3 778 000,70%,200 000 2 444 600,"1,9‰",4 644,Ingen,
Holmenkollvegen 28A,54/86/0/0,3 778 000,70%,200 000 2 444 600,"1,9‰",4 644,Ingen,
Smebergvegen 4,54/87/0/0,5 433 000,70%,400 000 3 403 100,"1,9‰",6 465,Ingen,
Nygårdsvegen 29,54/89/0/0,657 000,70%,200 000 259 900,"1,9‰",493,Ingen,
Smebergvegen 2,54/90/0/0,4 161 000,70%,200 000 2 712 700,"1,9‰",5 154,Ingen,
Smebergvegen 1,54/91/0/0,4 436 000,70%,200 000 2 905 200,"1,9‰",5 519,Ingen,
Nygårdsvegen 43,54/93/0/0,3 907 000,70%,200 000 2 534 900,"1,9‰",4 816,Ingen,
Nygårdsvegen 35,54/94/0/0,4 673 000,70%,200 000 3 071 100,"1,9‰",5 835,Ingen,
Nygårdsvegen 41,54/95/0/0,4 433 000,70%,200 000 2 903 100,"1,9‰",5 515,Ingen,
Nygårdsvegen 37,54/96/0/0,4 530 000,70%,200 000 2 971 000,"1,9‰",5 644,Ingen,
Nygårdsvegen 39,54/97/0/0,4 010 000,70%,200 000 2 607 000,"1,9‰",4 953,Ingen,
Smebergvegen 5,54/99/0/0,6 102 000,70%,400 000 3 871 400,"1,9‰",7 355,Ingen,
Smebergvegen 7,54/101/0/0,4 815 000,70%,200 000 3 170 500,"1,9‰",6 023,Ingen,
Liavegen 97,54/102/0/0,3 907 000,70%,200 000 2 534 900,"1,9‰",4 816,Ingen,
Nygårdsvegen 31,54/103/0/0,3 237 000,70%,200 000 2 065 900,"1,9‰",3 925,Ingen,
Nygårdsvegen 27,54/104/0/0,4 602 000,70%,200 000 3 021 400,"1,9‰",5 740,Ingen,
Nygårdsvegen 7,54/105/0/1,3 409 000,70%,200 000 2 186 300,"1,9‰",4 153,Ingen,
Nygårdsvegen 5,54/105/0/2,4 955 000,70%,200 000 3 268 500,"1,9‰",6 210,Ingen,
Nygårdsvegen 3,54/105/0/3,4 464 000,70%,200 000 2 924 800,"1,9‰",5 557,Ingen,
Nygårdsvegen 1,54/105/0/4,4 739 000,70%,400 000 2 917 300,"1,9‰",5 542,Ingen,
Steinaldervegen 16A,54/106/0/0,4 768 000,70%,200 000 3 137 600,"1,9‰",5 961,Ingen,
Øvre Solbakken 4,54/107/0/0,4 530 000,70%,200 000 2 971 000,"1,9‰",5 644,Ingen,
Liavegen 38B,54/108/0/0,8 685 000,70%,200 000 5 879 500,"1,9‰",11 171,Ingen,
Liavegen 38,54/109/0/0,6 187 000,70%,200 000 4 130 900,"1,9‰",7 848,Ingen,
Nygårds Alle 9,54/110/0/0,4 885 000,70%,400 000 3 019 500,"1,9‰",5 737,Ingen,
Nygårdsvegen 16,54/111/0/0,5 760 000,70%,200 000 3 832 000,"1,9‰",7 280,Ingen,
Nygårdsvegen 14,54/112/0/0,5 001 000,70%,400 000 3 100 700,"1,9‰",5 891,Ingen,
Øvre Solbakken 16,54/114/0/0,4 932 000,70%,200 000 3 252 400,"1,9‰",6 179,Ingen,
Øvre Solbakken 50,54/115/0/0,7 121 000,70%,600 000 4 384 700,"1,9‰",8 330,Ingen,
Nygårdsvegen 19,54/116/0/0,3 933 000,70%,200 000 2 553 100,"1,9‰",4 850,Ingen,
Øvre Solbakken 18,54/118/0/0,4 697 000,70%,200 000 3 087 900,"1,9‰",5 867,Ingen,
Øvre Solbakken 52,54/119/0/0,4 530 000,70%,200 000 2 971 000,"1,9‰",5 644,Ingen,
Nygårdsvegen 18,54/120/0/0,4 136 000,70%,200 000 2 695 200,"1,9‰",5 120,Ingen,
Øvre Solbakken 20,54/122/0/0,3 237 000,70%,200 000 2 065 900,"1,9‰",3 925,Ingen,
Øvre Solbakken 22,54/123/0/0,4 530 000,70%,200 000 2 971 000,"1,9‰",5 644,Ingen,
Øvre Solbakken 24,54/124/0/0,3 778 000,70%,200 000 2 444 600,"1,9‰",4 644,Ingen,
Øvre Solbakken 26,54/125/0/0,5 275 000,70%,200 000 3 492 500,"1,9‰",6 635,Ingen,
Øvre Solbakken 28,54/126/0/0,3 882 000,70%,200 000 2 517 400,"1,9‰",4 783,Ingen,
Øvre Solbakken 30,54/127/0/0,5 342 000,70%,200 000 3 539 400,"1,9‰",6 724,Ingen,
Øvre Solbakken 32,54/128/0/0,5 453 000,70%,200 000 3 617 100,"1,9‰",6 872,Ingen,
Øvre Solbakken 34,54/129/0/0,4 236 000,70%,200 000 2 765 200,"1,9‰",5 253,Ingen,
Øvre Solbakken 36,54/130/0/0,4 111 000,70%,200 000 2 677 700,"1,9‰",5 087,Ingen,
Øvre Solbakken 38,54/131/0/0,5 297 000,70%,200 000 3 507 900,"1,9‰",6 665,Ingen,
Øvre Solbakken 40,54/132/0/0,3 237 000,70%,200 000 2 065 900,"1,9‰",3 925,Ingen,
Øvre Solbakken 42,54/133/0/0,6 312 000,70%,200 000 4 218 400,"1,9‰",8 014,Ingen,
Øvre Solbakken 44,54/134/0/0,3 485 000,70%,200 000 2 239 500,"1,9‰",4 255,Ingen,
Øvre Solbakken 46,54/135/0/0,3 237 000,70%,200 000 2 065 900,"1,9‰",3 925,Ingen,
Øvre Solbakken 48,54/136/0/0,4 359 000,70%,200 000 2 851 300,"1,9‰",5 417,Ingen,
Øvre Solbakken 65,54/137/0/0,4 186 000,70%,200 000 2 730 200,"1,9‰",5 187,Ingen,
Øvre Solbakken 63,54/138/0/0,3 725 000,70%,200 000 2 407 500,"1,9‰",4 574,Ingen,
Øvre Solbakken 61,54/139/0/0,4 649 000,70%,200 000 3 054 300,"1,9‰",5 803,Ingen,
Øvre Solbakken 59,54/140/0/0,3 067 000,70%,200 000 1 946 900,"1,9‰",3 699,Ingen,
Øvre Solbakken 57,54/141/0/0,3 431 000,70%,200 000 2 201 700,"1,9‰",4 183,Ingen,
Øvre Solbakken 55,54/142/0/0,5 229 000,70%,200 000 3 460 300,"1,9‰",6 574,Ingen,
Øvre Solbakken 53,54/143/0/0,4 649 000,70%,200 000 3 054 300,"1,9‰",5 803,Ingen,
Øvre Solbakken 51,54/144/0/0,3 672 000,70%,200 000 2 370 400,"1,9‰",4 503,Ingen,
Øvre Solbakken 49,54/145/0/0,5 564 000,70%,200 000 3 694 800,"1,9‰",7 020,Ingen,
Sveianvegen 6,54/147/0/0,4 111 000,70%,200 000 2 677 700,"1,9‰",5 087,Ingen,
Liavegen 36,54/148/0/0,5 608 000,70%,200 000 3 725 600,"1,9‰",7 078,Ingen,
Liavegen 24,54/151/0/0,3 856 000,70%,200 000 2 499 200,"1,9‰",4 748,Ingen,
Øvre Solbakken 29,54/152/0/0,5 001 000,70%,200 000 3 300 700,"1,9‰",6 271,Ingen,
Holmenkollvegen 19,54/153/0/0,5 673 000,70%,200 000 3 771 100,"1,9‰",7 165,Ingen,
Nygårdsvegen 21,54/154/0/0,4 035 000,70%,200 000 2 624 500,"1,9‰",4 986,Ingen,
Nygårdsvegen 23,54/155/0/0,5 139 000,70%,200 000 3 397 300,"1,9‰",6 454,Ingen,
Nygårdsvegen 25,54/156/0/0,3 725 000,70%,200 000 2 407 500,"1,9‰",4 574,Ingen,
Liavegen 95,54/158/0/0,4 697 000,70%,200 000 3 087 900,"1,9‰",5 867,Ingen,
Liavegen 28,54/159/0/0,4 885 000,70%,200 000 3 219 500,"1,9‰",6 117,Ingen,
Holmenkollvegen 5,54/160/0/0,5 453 000,70%,400 000 3 417 100,"1,9‰",6 492,Ingen,
Holmenkollvegen 7,54/161/0/0,5 890 000,70%,400 000 3 723 000,"1,9‰",7 073,Ingen,
Øvre Solbakken 54,54/162/0/0,4 086 000,70%,200 000 2 660 200,"1,9‰",5 054,Ingen,
Nygårdsvegen 11,54/164/0/0,4 885 000,70%,200 000 3 219 500,"1,9‰",6 117,Ingen,
Nygårdsvegen 17,54/165/0/0,3 646 000,70%,200 000 2 352 200,"1,9‰",4 469,Ingen,
Liavegen 91,54/166/0/0,4 457 000,70%,200 000 2 919 900,"1,9‰",5 547,Ingen,
Nygårds Alle 11,54/168/0/0,4 838 000,70%,200 000 3 186 600,"1,9‰",6 054,Ingen,
Steinaldervegen 11,54/169/0/0,4 673 000,70%,200 000 3 071 100,"1,9‰",5 835,Ingen,
Holmenkollvegen 16,54/175/0/0,5 024 000,70%,200 000 3 316 800,"1,9‰",6 301,Ingen,
Nygårdsvegen 33,54/177/0/0,4 885 000,70%,200 000 3 219 500,"1,9‰",6 117,Ingen,
Holmenkollvegen 15,54/178/0/0,5 453 000,70%,200 000 3 617 100,"1,9‰",6 872,Ingen,
Øvre Solbakken 69,54/179/0/0,4 335 000,70%,200 000 2 834 500,"1,9‰",5 385,Ingen,
Øvre Solbakken 71,54/180/0/0,5 001 000,70%,200 000 3 300 700,"1,9‰",6 271,Ingen,
Øvre Solbakken 12,54/181/0/0,3 725 000,70%,200 000 2 407 500,"1,9‰",4 574,Ingen,
Nygårds Alle 7,54/182/0/0,5 890 000,70%,400 000 3 723 000,"1,9‰",7 073,Ingen,
Øvre Solbakken 75,54/187/0/0,5 453 000,70%,200 000 3 617 100,"1,9‰",6 872,Ingen,
Øvre Solbakken 27,54/188/0/0,4 885 000,70%,200 000 3 219 500,"1,9‰",6 117,Ingen,
Holmenkollvegen 21,54/190/0/0,4 061 000,70%,200 000 2 642 700,"1,9‰",5 021,Ingen,
Nygårds Alle 5,54/193/0/0,3 778 000,70%,200 000 2 444 600,"1,9‰",4 644,Ingen,
Liavegen 30,54/194/0/0,5 024 000,70%,200 000 3 316 800,"1,9‰",6 301,Ingen,
Liavegen 89,54/196/0/0,5 024 000,70%,200 000 3 316 800,"1,9‰",6 301,Ingen,
Steinaldervegen 8,54/197/0/0,4 649 000,70%,200 000 3 054 300,"1,9‰",5 803,Ingen,
Holmenkollvegen 2D,54/199/0/0,3 778 000,70%,200 000 2 444 600,"1,9‰",4 644,Ingen,
Sveianvegen 10,54/200/0/0,5 116 000,70%,200 000 3 381 200,"1,9‰",6 424,Ingen,
Steinaldervegen 10,54/203/0/0,4 697 000,70%,200 000 3 087 900,"1,9‰",5 867,Ingen,
Liavegen 71,54/204/0/0,5 431 000,70%,200 000 3 601 700,"1,9‰",6 843,Ingen,
Nygårdsvegen 4,54/205/0/0,3 984 000,70%,200 000 2 588 800,"1,9‰",4 918,Ingen,
Holmenkollvegen 2E,54/206/0/0,4 862 000,70%,200 000 3 203 400,"1,9‰",6 086,Ingen,
Steinaldervegen 7,54/207/0/0,4 433 000,70%,200 000 2 903 100,"1,9‰",5 515,Ingen,
Holmenkollvegen 10 0,54/208/0/0,109 000,100%,0 109 000,"1,9‰",207,Ingen,
Holmenkollvegen 13,54/209/0/0,4 978 000,70%,200 000 3 284 600,"1,9‰",6 240,Ingen,
Liavegen 26,54/210/0/0,5 364 000,70%,200 000 3 554 800,"1,9‰",6 754,Ingen,
Øvre Solbakken 23,54/211/0/0,4 908 000,70%,400 000 3 035 600,"1,9‰",5 767,Ingen,
Øvre Solbakken 25,54/212/0/0,4 506 000,70%,200 000 2 954 200,"1,9‰",5 612,Ingen,
Holmenkollvegen 8,54/214/0/0,8 264 000,70%,400 000 5 384 800,"1,9‰",10 231,Ingen,
Øvre Solbakken 31,54/216/0/0,3 830 000,70%,200 000 2 481 000,"1,9‰",4 713,Ingen,
Nygårdsvegen 10,54/217/0/0,4 908 000,70%,200 000 3 235 600,"1,9‰",6 147,Ingen,
Liavegen 69,54/219/0/0,4 862 000,70%,200 000 3 203 400,"1,9‰",6 086,Ingen,
Holmenkollvegen 22A,54/221/0/0,3 752 000,70%,200 000 2 426 400,"1,9‰",4 610,Ingen,
Steinaldervegen 16B,54/227/0/0,5 608 000,70%,200 000 3 725 600,"1,9‰",7 078,Ingen,
Sveianvegen 2A,54/232/0/0,5 055 000,70%,200 000 3 338 500,"1,9‰",6 343,Ingen,
Sveianvegen 14,54/233/0/0,5 825 000,70%,200 000 3 877 500,"1,9‰",7 367,Ingen,
Øvre Solbakken 73,54/237/0/0,7 533 000,70%,200 000 5 073 100,"1,9‰",9 638,Ingen,
Steinaldervegen 18B,54/243/0/0,56 000,100%,0 56 000,"1,9‰",106,Ingen,
Liavegen 40,54/245/0/0,5 495 000,70%,200 000 3 646 500,"1,9‰",6 928,Ingen,
Steinaldervegen 14B,54/246/0/0,3 778 000,70%,200 000 2 444 600,"1,9‰",4 644,Ingen,
Liavegen 32,54/247/0/0,6 291 000,70%,200 000 4 203 700,"1,9‰",7 987,Ingen,
Holmenkollvegen 2A,54/251/0/0,7 783 000,70%,400 000 5 048 100,"1,9‰",9 591,Ingen,
Liavegen 83E,54/252/0/0,8 097 000,70%,200 000 5 467 900,"1,9‰",10 389,Ingen,
Liavegen 83F,54/253/0/0,6 609 000,70%,200 000 4 426 300,"1,9‰",8 409,Ingen,
Liavegen 83C,54/254/0/0,4 959 000,70%,200 000 3 271 300,"1,9‰",6 215,Ingen,
Liavegen 83D,54/255/0/0,6 704 000,70%,200 000 4 492 800,"1,9‰",8 536,Ingen,
Sveianvegen 4B,54/263/0/0,5 139 000,70%,200 000 3 397 300,"1,9‰",6 454,Ingen,
0 0,54/267/0/0,284 000,100%,0 284 000,"1,9‰",539,Ingen,
Holmenkollvegen 2C,54/268/0/0,9 734 000,70%,200 000 6 613 800,"1,9‰",12 566,Ingen,
Liavegen 40B,54/271/0/0,7 460 000,70%,200 000 5 022 000,"1,9‰",9 541,Ingen,
Liavegen 40C,54/272/0/0,7 941 000,70%,200 000 5 358 700,"1,9‰",10 181,Ingen,
Holmenkollvegen 28C,54/280/0/1,3 800 000,70%,200 000 2 460 000,"1,9‰",4 674,Ingen,
Holmenkollvegen 28B,54/280/0/2,4 973 000,70%,200 000 3 281 100,"1,9‰",6 234,Ingen,
Liavegen 59,55/1/0/0,3 177 000,70%,600 000 1 623 900,"1,9‰",3 085,,
Hommelvikhøgda 0,55/3/0/0,1 148 000,70%,400 000 403 600,"1,9‰",766,,
Muruvik Hommelvik 0,55/4/0/0,17 024 000,100%,0 17 024 000,4‰,68 096,Ingen,
Flatholmvegen 26,55/5/0/0,7 775 000,70%,200 000 5 242 500,"1,9‰",9 960,Ingen,
Muruvikvegen 7B,55/6/0/0,4 008 000,70%,400 000 2 405 600,"1,9‰",4 570,Ingen,
Flatholmvegen 44,55/8/0/0,6 564 000,70%,200 000 4 394 800,"1,9‰",8 350,Ingen,
Muruvikvegen 14,55/10/0/0,3 295 000,70%,200 000 2 106 500,"1,9‰",4 002,Ingen,
Flatholmvegen 48,55/12/0/0,1 800 000,70%,200 000 1 060 000,"1,9‰",2 014,Ingen,
Flatholmvegen 49,55/16/0/0,1 507 000,70%,200 000 854 900,"1,9‰",1 624,Ingen,
Flatholmvegen 51,55/17/0/0,1 693 000,70%,200 000 985 100,"1,9‰",1 871,Ingen,
Flatholmvegen 36A,55/21/0/0,3 630 000,70%,400 000 2 141 000,"1,9‰",4 067,Ingen,
Muruvikvegen 12,55/23/0/0,1 951 000,70%,200 000 1 165 700,"1,9‰",2 214,Ingen,
Arntzenbakken 3,55/24/0/0,3 952 000,70%,200 000 2 566 400,"1,9‰",4 876,Ingen,
Liavegen 63,55/25/0/0,3 512 000,70%,200 000 2 258 400,"1,9‰",4 290,Ingen,
Muruvikvegen 21,55/26/0/0,5 833 000,70%,200 000 3 883 100,"1,9‰",7 377,Ingen,
Muruvikvegen 18,55/27/0/0,4 459 000,70%,200 000 2 921 300,"1,9‰",5 550,Ingen,
Fotasvingen 3,55/28/0/0,5 307 000,70%,200 000 3 514 900,"1,9‰",6 678,,
Arntzenbakken 8,55/29/0/0,3 028 000,70%,200 000 1 919 600,"1,9‰",3 647,Ingen,
Muruvikvegen 4,55/31/0/0,3 140 000,70%,200 000 1 998 000,"1,9‰",3 796,Ingen,
Arntzenbakken 1,55/33/0/0,3 048 000,70%,200 000 1 933 600,"1,9‰",3 673,Ingen,
Muruvikvegen 5,55/35/0/0,5 042 000,70%,200 000 3 329 400,"1,9‰",6 325,Ingen,
Sundtbakken 1,55/36/0/0,4 086 000,70%,200 000 2 660 200,"1,9‰",5 054,Ingen,
Muruvikvegen 9A,55/37/0/1,2 962 000,70%,200 000 1 873 400,"1,9‰",3 559,Ingen,
Muruvikvegen 9A,55/37/0/2,3 040 000,70%,200 000 1 928 000,"1,9‰",3 663,Ingen,
Lertrøvegen 2,55/38/0/0,2 639 000,70%,200 000 1 647 300,"1,9‰",3 129,Ingen,
Flatholmvegen 47,55/39/0/0,3 474 000,70%,200 000 2 231 800,"1,9‰",4 240,Ingen,
Flatholmen 17,55/40/0/0,1 060 000,70%,200 000 542 000,"1,9‰",1 029,Ingen,
Muruvikvegen 3,55/43/0/0,4 063 000,70%,200 000 2 644 100,"1,9‰",5 023,Ingen,
Arntzenbakken 5,55/44/0/0,3 355 000,70%,200 000 2 148 500,"1,9‰",4 082,Ingen,
Malvikvegen 1565,55/45/0/0,4 930 000,70%,200 000 3 251 000,"1,9‰",6 176,Ingen,
Furuhaugvegen 22,55/48/0/0,4 026 000,70%,200 000 2 618 200,"1,9‰",4 974,Ingen,
Muruvikvegen 17,55/49/0/0,3 152 000,70%,200 000 2 006 400,"1,9‰",3 812,Ingen,
Muruvikvegen 10,55/50/0/0,2 879 000,70%,200 000 1 815 300,"1,9‰",3 449,Ingen,
Aaslund 0,55/52/0/0,227 000,100%,0 227 000,"1,9‰",431,Ingen,
Flatholmvegen 10,55/54/0/0,3 069 000,70%,200 000 1 948 300,"1,9‰",3 701,Ingen,
Flatholmvegen 12B,55/55/0/0,6 306 000,70%,200 000 4 214 200,"1,9‰",8 006,Ingen,
Flatholmvegen 42B,55/59/0/0,2 481 000,70%,200 000 1 536 700,"1,9‰",2 919,Ingen,
Flatholmvegen 53,55/60/0/0,1 849 000,70%,200 000 1 094 300,"1,9‰",2 079,Ingen,
Furuhaugvegen 20,55/62/0/0,4 547 000,70%,200 000 2 982 900,"1,9‰",5 667,Ingen,
Furuhaugvegen 24,55/63/0/0,4 008 000,70%,200 000 2 605 600,"1,9‰",4 950,Ingen,
Flatholmen 1,55/66/0/0,1 722 000,70%,200 000 1 005 400,"1,9‰",1 910,Ingen,
Blåveisvegen 1,55/67/0/0,4 286 000,70%,200 000 2 800 200,"1,9‰",5 320,Ingen,
Blåveisvegen 3,55/68/0/0,3 778 000,70%,200 000 2 444 600,"1,9‰",4 644,Ingen,
Flatholmvegen 32,55/70/0/0,3 745 000,70%,200 000 2 421 500,"1,9‰",4 600,Ingen,
Furuhaugvegen 1,55/71/0/0,4 547 000,70%,200 000 2 982 900,"1,9‰",5 667,Ingen,
Muruvikvegen 1,55/73/0/0,3 375 000,70%,200 000 2 162 500,"1,9‰",4 108,Ingen,
Flatholmen 7,55/75/0/0,1 026 000,70%,200 000 518 200,"1,9‰",984,Ingen,
Hommelvik 0,55/77/0/0,3 354 000,70%,200 000 2 147 800,"1,9‰",4 080,Ingen,
Furuhaugvegen 6,55/78/0/0,4 498 000,70%,200 000 2 948 600,"1,9‰",5 602,Ingen,
Flatholmen 9,55/79/0/0,1 646 000,70%,200 000 952 200,"1,9‰",1 809,Ingen,
Muruvikvegen 23,55/82/0/0,3 669 000,70%,200 000 2 368 300,"1,9‰",4 499,Ingen,
Flatholmvegen 2,55/84/0/0,4 299 000,70%,200 000 2 809 300,"1,9‰",5 337,Ingen,
Flatholmvegen 52,55/85/0/0,4 070 000,70%,200 000 2 649 000,"1,9‰",5 033,Ingen,
Malvikvegen 1541,55/86/0/0,2 893 000,70%,200 000 1 825 100,"1,9‰",3 467,Ingen,
Furuhaugvegen 12,55/87/0/0,5 628 000,70%,200 000 3 739 600,"1,9‰",7 105,Ingen,
Furuhaugvegen 18,55/88/0/0,2 557 000,70%,200 000 1 589 900,"1,9‰",3 020,Ingen,
Flatholmen 3,55/91/0/0,1 274 000,70%,200 000 691 800,"1,9‰",1 314,Ingen,
Flatholmen 5,55/92/0/0,788 000,70%,200 000 351 600,"1,9‰",668,Ingen,
Flatholmen 11,55/93/0/0,1 978 000,70%,200 000 1 184 600,"1,9‰",2 250,Ingen,
Flatholmen 13,55/94/0/0,1 399 000,70%,200 000 779 300,"1,9‰",1 480,Ingen,
Flatholmen 15,55/95/0/0,1 243 000,70%,200 000 670 100,"1,9‰",1 273,Ingen,
Flatholmvegen 43,55/97/0/0,3 934 000,70%,200 000 2 553 800,"1,9‰",4 852,Ingen,
Myrtrøvegen 8A,55/99/0/0,2 943 000,70%,200 000 1 860 100,"1,9‰",3 534,Ingen,
Flatholmvegen 22,55/100/0/0,5 760 000,70%,400 000 3 632 000,"1,9‰",6 900,Ingen,
Sundtbakken 2,55/101/0/0,4 202 000,70%,200 000 2 741 400,"1,9‰",5 208,Ingen,
Myrtrøvegen 29,55/102/0/0,5 973 000,70%,200 000 3 981 100,"1,9‰",7 564,Ingen,
Furuhaugvegen 9,55/103/0/0,4 617 000,70%,200 000 3 031 900,"1,9‰",5 760,Ingen,
Sundtbakken 5,55/105/0/0,2 976 000,70%,200 000 1 883 200,"1,9‰",3 578,Ingen,
Muruvikvegen 25,55/106/0/0,3 214 000,70%,200 000 2 049 800,"1,9‰",3 894,Ingen,
Furuhaugvegen 29,55/107/0/0,5 747 000,70%,200 000 3 822 900,"1,9‰",7 263,Ingen,
Flatholmvegen 24,55/108/0/0,4 008 000,70%,200 000 2 605 600,"1,9‰",4 950,Ingen,
Lynghaugen 0,55/109/0/0,53 000,100%,0 53 000,"1,9‰",100,Ingen,
Blåveisvegen 5,55/114/0/0,3 984 000,70%,200 000 2 588 800,"1,9‰",4 918,Ingen,
Flatholmvegen 24B,55/115/0/0,6 566 000,70%,400 000 4 196 200,"1,9‰",7 972,Ingen,
Serinabakken 8,55/116/0/0,3 474 000,70%,200 000 2 231 800,"1,9‰",4 240,Ingen,
Flatholmvegen 42A,55/117/0/0,438 000,70%,200 000 106 600,"1,9‰",202,Ingen,
Holmenvegen 26,55/118/0/0,3 214 000,70%,200 000 2 049 800,"1,9‰",3 894,Ingen,
Nygårdsvegen 22,55/120/0/0,1 957 000,70%,200 000 1 169 900,"1,9‰",2 222,Ingen,
Nygårdsvegen 20,55/121/0/0,674 000,70%,200 000 271 800,"1,9‰",516,Ingen,
Flatholmvegen 60,55/122/0/0,906 000,70%,200 000 434 200,"1,9‰",824,Ingen,
Flatholmvegen 46,55/123/0/0,615 000,70%,200 000 230 500,"1,9‰",437,Ingen,
Flatholmvegen 58,55/124/0/0,3 363 000,70%,200 000 2 154 100,"1,9‰",4 092,Ingen,
Flatholmvegen 72,55/125/0/0,1 887 000,70%,200 000 1 120 900,"1,9‰",2 129,Ingen,
Holmenvegen 18A,55/126/0/1,2 746 000,70%,200 000 1 722 200,"1,9‰",3 272,Ingen,
Holmenvegen 18B,55/126/0/2,2 981 000,70%,200 000 1 886 700,"1,9‰",3 584,Ingen,
Arntzenbakken 9,55/128/0/0,3 254 000,70%,200 000 2 077 800,"1,9‰",3 947,Ingen,
Nygårdsvegen 24,55/132/0/0,901 000,70%,200 000 430 700,"1,9‰",818,Ingen,
Flatholmvegen 24D,55/133/0/0,5 372 000,70%,200 000 3 560 400,"1,9‰",6 764,Ingen,
Furuhaugvegen 35,55/139/0/0,9 091 000,70%,400 000 5 963 700,"1,9‰",11 331,Ingen,
Sundtbakken 4,55/141/0/0,6 354 000,70%,400 000 4 047 800,"1,9‰",7 690,Ingen,
Flatholmvegen 39,55/143/0/0,8 190 000,70%,400 000 5 333 000,"1,9‰",10 132,Ingen,
Flatholmvegen 25,55/144/0/0,3 896 000,70%,200 000 2 527 200,"1,9‰",4 801,Ingen,
Flatholmvegen 50,55/145/0/0,1 104 000,70%,200 000 572 800,"1,9‰",1 088,Ingen,
Flatholmvegen 74,55/146/0/0,1 656 000,70%,200 000 959 200,"1,9‰",1 822,Ingen,
Holmenvegen 14,55/147/0/0,3 574 000,70%,200 000 2 301 800,"1,9‰",4 373,Ingen,
Flatholmvegen 38B,55/148/0/0,630 000,70%,200 000 241 000,"1,9‰",457,Ingen,
Flatholmvegen 29,55/149/0/0,3 375 000,70%,200 000 2 162 500,"1,9‰",4 108,Ingen,
Gjelder Bitumenanlegg Muruvik 0,55/154/0/0,6 400 000,100%,0 6 400 000,4‰,25 600,Ingen,
